"A_gene_name"	"B_gene_name"	"from"	"to"	"neighborhood"	"neighborhood_transferred"	"fusion"	"cooccurence"	"homology"	"coexpression"	"coexpression_transferred"	"experiments"	"experiments_transferred"	"database"	"database_transferred"	"textmining"	"textmining_transferred"	"combined_score"	"pval_PPI_enrich"	"pubmed_ids"
"rasp"	"ptc"	"7227.FBpp0072893"	"7227.FBpp0088443"	0	0	0	0	0	0	0	0	0	0	0	498	0	497	0	"PMID:8664424, PMID:8536972, PMID:8244009, PMID:7708668, PMID:7632866, PMID:4208857, PMID:414958, PMID:407128, PMID:3095181, PMID:24608521, PMID:24586643, PMID:23118222, PMID:23055936, PMID:22677548, PMID:22509132, PMID:22432040, PMID:22343290, PMID:21747935, PMID:21690386, PMID:21317452, PMID:21192841, PMID:20585641, PMID:20530542, PMID:19787036, PMID:19564910, PMID:19244520, PMID:1916248, PMID:19132091, PMID:19040769, PMID:18974045, 
    PMID:18794343, PMID:18649274, PMID:18524957, PMID:18340337, PMID:18245841, PMID:18239057, PMID:18050469, PMID:17928586, PMID:17925578, PMID:17484784, PMID:17246610, PMID:17237799, PMID:17182898, PMID:17108000, PMID:1707844, PMID:16873581, PMID:16396909, PMID:16282375, PMID:16258256, PMID:16197551, PMID:15329821, PMID:15294867, PMID:15102702, PMID:14729575, PMID:14602684, PMID:14597665, PMID:14530294, PMID:12835386, PMID:12832542, PMID:12672657, 
    PMID:12605722, PMID:12421709, PMID:12208857, PMID:12202459, PMID:11861468, PMID:11748147, PMID:11731473, PMID:10950158, PMID:10779430, PMID:10631167"
"fu"	"ptc"	"7227.FBpp0074373"	"7227.FBpp0088443"	0	0	0	0	0	0	0	976	0	0	0	529	83	989	0	"PMID:9878057, PMID:9786970, PMID:9742154, PMID:9614182, PMID:9425016, PMID:9348337, PMID:9244298, PMID:9221776, PMID:9185544, PMID:9093856, PMID:8978055, PMID:8633045, PMID:24391661, PMID:24069566, PMID:22456124, PMID:21754989, PMID:20962537, PMID:20081354, PMID:19906854, PMID:18956339, PMID:18715948, PMID:18689831, PMID:18497536, PMID:18493055, PMID:18392879, PMID:18340337, PMID:17925578, PMID:17658259, PMID:17476352, PMID:17284519, 
    PMID:17246974, PMID:17246641, PMID:16908539, PMID:16651542, PMID:16423832, PMID:16293631, PMID:16055717, PMID:15920476, PMID:15461968, PMID:15198976, PMID:15104233, PMID:14963046, PMID:14555507, PMID:12490551, PMID:12351717, PMID:12231619, PMID:12196518, PMID:11934882, PMID:11923406, PMID:11914126, PMID:1185103, PMID:11756482, PMID:11517235, PMID:11112325, PMID:10976059, PMID:10825151, PMID:10559271, PMID:10557223, PMID:10516302, PMID:10493743, 
    PMID:10477300, PMID:10469482, PMID:10460261, PMID:10460231, PMID:10234050, PMID:10191319"
"dlp"	"ptc"	"7227.FBpp0075431"	"7227.FBpp0088443"	0	0	0	0	0	0	0	0	0	0	316	900	92	933	0	"PMID:8722764, PMID:7713422, PMID:2600838, PMID:25001599, PMID:24778932, PMID:24171105, PMID:24143114, PMID:24121526, PMID:24068944, PMID:23365253, PMID:23019015, PMID:22474285, PMID:22453091, PMID:22383891, PMID:22205677, PMID:22039350, PMID:21892940, PMID:21828006, PMID:21814489, PMID:21778405, PMID:21690386, PMID:21572042, PMID:21483667, PMID:21483663, PMID:21266715, PMID:21192841, PMID:20501592, PMID:20231458, PMID:20083849, PMID:20066107, 
    PMID:20066104, PMID:19956802, PMID:19801637, PMID:19732411, PMID:19332563, PMID:19287388, PMID:19139721, PMID:19132091, PMID:19040769, PMID:18845818, PMID:18794343, PMID:18787398, PMID:18652670, PMID:18621676, PMID:18603427, PMID:18505598, PMID:18477454, PMID:18334026, PMID:18237413, PMID:18198278, PMID:18165227, PMID:18050469, PMID:17901219, PMID:17680126, PMID:17609110, PMID:17484784, PMID:17182898, PMID:17077139, PMID:17076889, PMID:16914498, 
    PMID:16873581, PMID:16396909, PMID:16354714, PMID:16291792, PMID:16079280, PMID:15940829, PMID:15601817, PMID:15563523, PMID:15459166, PMID:15148297, PMID:15102702, PMID:14998928, PMID:14757636, PMID:14729575, PMID:14645127, PMID:14602684, PMID:12000788, PMID:11092814"
"Shc"	"ptc"	"7227.FBpp0076186"	"7227.FBpp0088443"	0	0	0	0	0	0	0	0	0	0	0	221	0	221	0	"PMID:9829554, PMID:9626554, PMID:9447984, PMID:9374518, PMID:8995379, PMID:8943228, PMID:8876239, PMID:7009319, PMID:2506548, PMID:24931005, PMID:24711811, PMID:24465223, PMID:2355250, PMID:23134684, PMID:23049351, PMID:22852078, PMID:21049549, PMID:20730380, PMID:20454618, PMID:20154139, PMID:20086078, PMID:19342444, PMID:19305785, PMID:18550529, PMID:18483217, PMID:18408154, PMID:18388314, PMID:18388298, PMID:18195085, PMID:17158707, 
    PMID:17065230, PMID:16465447, PMID:16456091, PMID:16354930, PMID:16252002, PMID:15888659, PMID:15799999, PMID:15716403, PMID:15082523, PMID:12921228, PMID:12818006, PMID:12773501, PMID:12704433, PMID:12050111, PMID:11812778, PMID:11784712, PMID:11432815, PMID:11274345, PMID:11222629, PMID:11013346, PMID:10922035, PMID:10910771, PMID:10747019, PMID:10650943, PMID:10634582, PMID:10508237, PMID:10361118, PMID:10353986"
"disp"	"ptc"	"7227.FBpp0078314"	"7227.FBpp0088443"	0	0	0	0	0	0	0	0	0	0	0	719	226	773	0	"PMID:8978043, PMID:8978022, PMID:3922852, PMID:25001599, PMID:24465223, PMID:24416618, PMID:24143114, PMID:24121526, PMID:24068944, PMID:24058823, PMID:23942320, PMID:23831757, PMID:23617410, PMID:23547970, PMID:23383134, PMID:23365253, PMID:23119149, PMID:23055936, PMID:22958608, PMID:22720770, PMID:22689790, PMID:22677548, PMID:22509132, PMID:22474285, PMID:22432040, PMID:22174676, PMID:21912524, PMID:21878656, PMID:21857800, PMID:21778405, 
    PMID:21747935, PMID:21716197, PMID:21690386, PMID:21576600, PMID:21572042, PMID:21192841, PMID:20736483, PMID:20682908, PMID:20530542, PMID:20068067, PMID:20048000, PMID:19956802, PMID:19906846, PMID:19801637, PMID:19789708, PMID:19787036, PMID:19564910, PMID:19339602, PMID:19139721, PMID:19132091, PMID:19071955, PMID:19040769, PMID:18854482, PMID:18794898, PMID:18794343, PMID:18524957, PMID:18504457, PMID:18334026, PMID:18284698, PMID:18273011, 
    PMID:18245841, PMID:18239057, PMID:18219274, PMID:18198278, PMID:18050485, PMID:18050469, PMID:17939870, PMID:17928586, PMID:17925578, PMID:17925577, PMID:17720693, PMID:17484784, PMID:17409068, PMID:17274816, PMID:17182898, PMID:17108000, PMID:17076889, PMID:17062662, PMID:17028112, PMID:16943241, PMID:16914743, PMID:16891419, PMID:16873581, PMID:16452094, PMID:16396909, PMID:16258256, PMID:16197551, PMID:16155214, PMID:16055717, PMID:16055716, 
    PMID:16020517, PMID:15916718, PMID:15755804, PMID:15661904, PMID:15660164, PMID:15645143, PMID:15635451, PMID:15601817, PMID:15563523, PMID:15294867, PMID:15292211, PMID:15269168, PMID:15225411, PMID:15198976, PMID:15105374, PMID:15102702, PMID:15056609, PMID:14729575, PMID:14602684, PMID:14597665, PMID:14530294, PMID:12719383, PMID:12668593, PMID:12584240, PMID:12372301, PMID:12208857, PMID:12082161, PMID:12050111, PMID:12000788, PMID:11959821, 
    PMID:11902676, PMID:11861468, PMID:11748147, PMID:11731473, PMID:11517192, PMID:11493554, PMID:11181516, PMID:11118005, PMID:11092814, PMID:10921907, PMID:10619433"
"ihog"	"ptc"	"7227.FBpp0078993"	"7227.FBpp0088443"	0	0	0	0	0	0	0	0	0	0	0	927	0	927	0	"PMID:25001599, PMID:24925320, PMID:24778932, PMID:24385484, PMID:24302888, PMID:24244405, PMID:24143114, PMID:24121526, PMID:24068944, PMID:23690177, PMID:23547970, PMID:23074268, PMID:22689790, PMID:22474285, PMID:22326621, PMID:22253573, PMID:21828006, PMID:21778405, PMID:21747935, PMID:21695114, PMID:21690386, PMID:21664577, PMID:21572042, PMID:21192841, PMID:21098113, PMID:20930213, PMID:20876583, PMID:20536384, PMID:20530542, PMID:20519495, 
    PMID:20504762, PMID:20501592, PMID:20231458, PMID:20066107, PMID:20066087, PMID:20048000, PMID:19840373, PMID:19684109, PMID:19564910, PMID:19561611, PMID:19369399, PMID:19287388, PMID:19107131, PMID:19040769, PMID:18794898, PMID:18794343, PMID:18379584, PMID:18359766, PMID:18334026, PMID:18245841, PMID:18239057, PMID:17928586, PMID:17284519, PMID:17182898, PMID:17088529, PMID:17077139, PMID:17062662, PMID:16630821, PMID:16339192"
"Pka-C1"	"ptc"	"7227.FBpp0079448"	"7227.FBpp0088443"	0	0	0	0	0	0	0	0	0	0	0	652	0	652	0	"PMID:9735356, PMID:9729484, PMID:9649421, PMID:9634549, PMID:9514157, PMID:9502723, PMID:9482888, PMID:9482797, PMID:9463627, PMID:9454849, PMID:9435289, PMID:9435278, PMID:9425131, PMID:9389656, PMID:9383063, PMID:9367445, PMID:9357772, PMID:9314535, PMID:9310318, PMID:9303540, PMID:9280061, PMID:9272955, PMID:9236238, PMID:9216992, PMID:9133364, PMID:9122207, PMID:9118802, PMID:9102309, PMID:9093856, PMID:9056781, PMID:9053304, 
    PMID:9006081, PMID:9006069, PMID:8918894, PMID:8898240, PMID:8787761, PMID:8787757, PMID:8769644, PMID:8764643, PMID:8698232, PMID:8682290, PMID:8681796, PMID:8598293, PMID:8595881, PMID:8582266, PMID:8575324, PMID:8575321, PMID:8575316, PMID:8535140, PMID:8524252, PMID:8387583, PMID:8270854, PMID:8182454, PMID:7854456, PMID:7854454, PMID:7671795, PMID:7671794, PMID:7643197, PMID:7588077, PMID:7555710, PMID:7529928, PMID:7506766, PMID:6094743, 
    PMID:3025832, PMID:24985345, PMID:24319675, PMID:24260325, PMID:23962792, PMID:22782722, PMID:22615546, PMID:22378744, PMID:22359674, PMID:22253573, PMID:22133695, PMID:22087249, PMID:22001871, PMID:21880142, PMID:21755039, PMID:21712545, PMID:21677163, PMID:21372320, PMID:21368195, PMID:21325511, PMID:21317289, PMID:21209076, PMID:21203590, PMID:21179535, PMID:21179209, PMID:20388915, PMID:20048000, PMID:20030845, PMID:19997500, PMID:19948480, 
    PMID:19934406, PMID:19656909, PMID:19365551, PMID:19342616, PMID:19342611, PMID:19223390, PMID:19196835, PMID:18689831, PMID:18687890, PMID:18625727, PMID:18566586, PMID:18556661, PMID:18524906, PMID:18379584, PMID:18248092, PMID:18200053, PMID:17671093, PMID:17615394, PMID:17462611, PMID:17429043, PMID:17344476, PMID:17229830, PMID:17202584, PMID:17171388, PMID:16899636, PMID:16880744, PMID:16738568, PMID:16651542, PMID:16571721, PMID:16537363, 
    PMID:16465204, PMID:16456091, PMID:16449567, PMID:16424016, PMID:16373601, PMID:16293631, PMID:16272123, PMID:16207753, PMID:16177173, PMID:16015375, PMID:15940829, PMID:15930148, PMID:15798194, PMID:15708961, PMID:15677682, PMID:15598741, PMID:15375169, PMID:15280542, PMID:15141163, PMID:15020757, PMID:14739260, PMID:14634203, PMID:14507965, PMID:12954721, PMID:12764103, PMID:12756186, PMID:12754202, PMID:12611980, PMID:12509433, PMID:12456010, 
    PMID:12456005, PMID:12421709, PMID:12417644, PMID:12231629, PMID:12231619, PMID:12082161, PMID:12070099, PMID:12004056, PMID:11953308, PMID:11914126, PMID:11870072, PMID:11698525, PMID:11526072, PMID:11438678, PMID:11427695, PMID:11274344, PMID:11251081, PMID:11171343, PMID:11160494, PMID:11152737, PMID:11152632, PMID:11074003, PMID:11069938, PMID:11068006, PMID:10976042, PMID:10976041, PMID:10966919, PMID:10898720, PMID:10871635, PMID:10862750, 
    PMID:10818133, PMID:10769240, PMID:10744723, PMID:10729343, PMID:10650950, PMID:10574978, PMID:10572054, PMID:10557210, PMID:10529426, PMID:10516314, PMID:10516299, PMID:10508237, PMID:10490647, PMID:10477300, PMID:10471414, PMID:10414971, PMID:10409506, PMID:10375510, PMID:10353985, PMID:10234050, PMID:10225994, PMID:10075717"
"Sos"	"ptc"	"7227.FBpp0080118"	"7227.FBpp0088443"	0	0	0	0	0	144	0	0	0	0	0	221	0	304	0	"PMID:9716528, PMID:9626554, PMID:9447984, PMID:9427752, PMID:9310325, PMID:9102309, PMID:8978043, PMID:8846898, PMID:8675007, PMID:8575295, PMID:8504935, PMID:8504931, PMID:8289791, PMID:8223270, PMID:7924981, PMID:7789767, PMID:7705653, PMID:7600956, PMID:24977024, PMID:24058294, PMID:23303910, PMID:23209942, PMID:22852078, PMID:22827778, PMID:21372320, PMID:20452961, PMID:20233856, PMID:20224244, PMID:20133694, PMID:19903090, PMID:19884307, 
    PMID:19390062, PMID:19123140, PMID:18922965, PMID:18363568, PMID:17990499, PMID:17308043, PMID:1660426, PMID:16600911, PMID:16524918, PMID:16373601, PMID:16267129, PMID:16153187, PMID:1608933, PMID:15128656, PMID:14623820, PMID:1362380, PMID:12921228, PMID:12705659, PMID:12370312, PMID:11934863, PMID:115744, PMID:11438678, PMID:11152757, PMID:10970873"
"Su(fu)"	"ptc"	"7227.FBpp0082134"	"7227.FBpp0088443"	0	0	0	0	0	0	0	924	0	0	0	859	164	990	0	"PMID:9649421, PMID:9636069, PMID:9303540, PMID:9093856, PMID:8307322, PMID:7498739, PMID:25009998, PMID:24961797, PMID:24931005, PMID:24925320, PMID:24904820, PMID:24740159, PMID:24688313, PMID:24608801, PMID:24598114, PMID:24550577, PMID:24548465, PMID:24415953, PMID:24393163, PMID:24391661, PMID:24339784, PMID:24311597, PMID:24278699, PMID:24212808, PMID:24204797, PMID:24202452, PMID:24143114, PMID:24076664, PMID:23995793, PMID:23995436, 
    PMID:23951062, PMID:23831757, PMID:23547970, PMID:23303278, PMID:23284750, PMID:23209942, PMID:23166838, PMID:23074268, PMID:22983010, PMID:22937182, PMID:22901214, PMID:22864913, PMID:22849868, PMID:22827778, PMID:22792366, PMID:22689656, PMID:22479597, PMID:22474285, PMID:22456124, PMID:22295244, PMID:22235375, PMID:22174565, PMID:22114140, PMID:22051878, PMID:21931660, PMID:21931618, PMID:21775419, PMID:21754989, PMID:21730325, PMID:21718590, 
    PMID:21698280, PMID:21674124, PMID:21611088, PMID:21565978, PMID:21533246, PMID:21451052, PMID:21325292, PMID:21317289, PMID:21289193, PMID:21270459, PMID:21253570, PMID:21209912, PMID:21192841, PMID:21188169, PMID:21179535, PMID:21123452, PMID:20956384, PMID:20865152, PMID:20621955, PMID:20581434, PMID:20530699, PMID:20530542, PMID:20453550, PMID:20439455, PMID:20433698, PMID:20386868, PMID:20360384, PMID:20354137, PMID:20154143, PMID:20081367, 
    PMID:20081366, PMID:20081354, PMID:20068110, PMID:20067614, PMID:20066087, PMID:20018728, PMID:19996169, PMID:19956802, PMID:19933103, PMID:19841429, PMID:19809516, PMID:19789708, PMID:19787036, PMID:19717563, PMID:19700616, PMID:19684112, PMID:19684109, PMID:19666565, PMID:19666503, PMID:19629560, PMID:19608643, PMID:19575820, PMID:19564910, PMID:19549984, PMID:19486529, PMID:19439065, PMID:19390062, PMID:19321799, PMID:19286674, PMID:19285058, 
    PMID:19237605, PMID:19223390, PMID:19139721, PMID:19084012, PMID:19077462, PMID:19076778, PMID:19071955, PMID:19040769, PMID:19036983, PMID:19032739, PMID:19004860, PMID:18956339, PMID:18952583, PMID:18827223, PMID:18815277, PMID:18794343, PMID:18787398, PMID:18756266, PMID:18689831, PMID:18625727, PMID:18524957, PMID:18497536, PMID:18493062, PMID:18489752, PMID:18392879, PMID:18379584, PMID:18378682, PMID:18334026, PMID:18284698, PMID:18281528, 
    PMID:18258927, PMID:18245841, PMID:18231642, PMID:18063705, PMID:18050469, PMID:17928586, PMID:17925578, PMID:17912034, PMID:17881487, PMID:17848995, PMID:17726373, PMID:17671418, PMID:17671093, PMID:17660199, PMID:17609501, PMID:17568183, PMID:17553904, PMID:17483466, PMID:17461467, PMID:17431408, PMID:17413002, PMID:17344476, PMID:17332280, PMID:17312394, PMID:17284519, PMID:17237799, PMID:17182898, PMID:17102630, PMID:17076889, PMID:17075024, 
    PMID:17062662, PMID:16951180, PMID:16943197, PMID:16908539, PMID:16891419, PMID:16885213, PMID:16880744, PMID:16867986, PMID:16855389, PMID:16849540, PMID:16702471, PMID:16651542, PMID:16618744, PMID:16553965, PMID:16507112, PMID:16489008, PMID:16481469, PMID:16436637, PMID:16424016, PMID:16339192, PMID:16322228, PMID:16275743, PMID:16258256, PMID:16254602, PMID:16197551, PMID:16155214, PMID:16121254, PMID:16055717, PMID:16055716, PMID:15987436, 
    PMID:15917668, PMID:15857918, PMID:15750186, PMID:15675968, PMID:15675952, PMID:15598741, PMID:15520185, PMID:15482598, PMID:15461968, PMID:15367681, PMID:15336651, PMID:15268766, PMID:15256053, PMID:15223840, PMID:15198976, PMID:15128656, PMID:15115751, PMID:15105374, PMID:14764898, PMID:1468628, PMID:14645371, PMID:14613000, PMID:14597665, PMID:14597576, PMID:14500813, PMID:12874118, PMID:12795421, PMID:12672657, PMID:12668593, PMID:12507884, 
    PMID:12455638, PMID:12437768, PMID:12426310, PMID:12231629, PMID:12231619, PMID:12163413, PMID:12070099, PMID:12042312, PMID:11960000, PMID:11934882, PMID:11914126, PMID:11839821, PMID:11741991, PMID:11731473, PMID:11684670, PMID:11667962, PMID:11526072, PMID:11495917, PMID:11481486, PMID:11257109, PMID:11171398, PMID:11112325, PMID:11090136, PMID:11074003, PMID:10976059, PMID:10952898, PMID:10951256, PMID:10951255, PMID:10862750, PMID:10825151, 
    PMID:10769240, PMID:10761849, PMID:10725363, PMID:10725236, PMID:10704398, PMID:10564661, PMID:10557210, PMID:10529426, PMID:10477300, PMID:10457013, PMID:10409506, PMID:10077605, PMID:10075717, PMID:10029063"
"Bin1"	"ptc"	"7227.FBpp0082731"	"7227.FBpp0088443"	0	0	0	0	0	0	0	0	0	0	0	281	0	281	0	"PMID:24168170, PMID:24143114, PMID:22474285, PMID:21698280, PMID:21289193, PMID:21209912, PMID:21192841, PMID:20360384, PMID:20081367, PMID:19684112, PMID:19684109, PMID:19223390, PMID:18827223, PMID:18497536, PMID:17726373, PMID:17312394, PMID:17062662, PMID:16614458, PMID:12668593"
"Gprk2"	"ptc"	"7227.FBpp0085149"	"7227.FBpp0088443"	0	0	0	0	0	0	0	0	76	0	0	285	0	311	0	"PMID:9217001, PMID:25009998, PMID:24143114, PMID:22253574, PMID:22253573, PMID:22095083, PMID:21437272, PMID:21192841, PMID:20530542, PMID:19850026, PMID:19366682, PMID:18815277, PMID:18379584, PMID:17483466"
"cos"	"ptc"	"7227.FBpp0088087"	"7227.FBpp0088443"	0	0	0	0	0	0	0	0	0	0	0	819	0	819	0	"PMID:9865711, PMID:9811591, PMID:9654017, PMID:9649421, PMID:9427749, PMID:9425131, PMID:9272953, PMID:9244298, PMID:9118802, PMID:9102309, PMID:9093856, PMID:9006069, PMID:8861096, PMID:8787761, PMID:8633045, PMID:8383623, PMID:8307322, PMID:8306973, PMID:8224812, PMID:8223270, PMID:810538, PMID:8093690, PMID:8049467, PMID:7768195, PMID:7588079, PMID:7588077, PMID:7498739, PMID:6818316, PMID:3924726, PMID:2908325, PMID:24985345, 
    PMID:24810746, PMID:24715788, PMID:24499528, PMID:24478590, PMID:24391661, PMID:24363601, PMID:24244405, PMID:24146595, PMID:24025625, PMID:23995793, PMID:23835807, PMID:23349671, PMID:23303278, PMID:23275757, PMID:23204912, PMID:23166838, PMID:23166461, PMID:23159858, PMID:23149744, PMID:23129989, PMID:23074268, PMID:22835440, PMID:22787417, PMID:22689034, PMID:22474285, PMID:22451790, PMID:22448114, PMID:22432040, PMID:22408380, PMID:22408378, 
    PMID:22357618, PMID:22328857, PMID:22303126, PMID:22253573, PMID:22207796, PMID:22207790, PMID:22114140, PMID:21998511, PMID:21931660, PMID:21795609, PMID:21730325, PMID:21676976, PMID:21612587, PMID:21611088, PMID:21253570, PMID:21209912, PMID:21179535, PMID:21098717, PMID:20876583, PMID:2081453, PMID:20581434, PMID:20386868, PMID:20360384, PMID:20081367, PMID:20081354, PMID:19996169, PMID:19809516, PMID:19787036, PMID:1977655, PMID:19717563, 
    PMID:19564910, PMID:19286674, PMID:19088085, PMID:18987629, PMID:18956339, PMID:18756266, PMID:18689831, PMID:18625727, PMID:18493062, PMID:18489752, PMID:18392879, PMID:18334026, PMID:18245841, PMID:18203291, PMID:18050469, PMID:17925578, PMID:17923695, PMID:17881487, PMID:17671418, PMID:17671093, PMID:17658259, PMID:17483466, PMID:17431408, PMID:17284519, PMID:17102630, PMID:17076889, PMID:17062662, PMID:17035233, PMID:16943197, PMID:16908539, 
    PMID:16880529, PMID:16867986, PMID:16651542, PMID:16537363, PMID:16423832, PMID:16396909, PMID:16293631, PMID:16275743, PMID:16207758, PMID:16197551, PMID:16155214, PMID:16142377, PMID:16055717, PMID:16055716, PMID:16000634, PMID:15930098, PMID:15884977, PMID:15750186, PMID:15675968, PMID:15598741, PMID:15547729, PMID:15461968, PMID:15381806, PMID:15367681, PMID:15268766, PMID:15123884, PMID:15104233, PMID:14764898, PMID:14670094, PMID:14645371, 
    PMID:14613000, PMID:14597665, PMID:14597576, PMID:12874118, PMID:12783860, PMID:12672657, PMID:12668593, PMID:12538526, PMID:12455638, PMID:12437768, PMID:12426310, PMID:12403709, PMID:12163413, PMID:119822, PMID:11960000, PMID:11934863, PMID:11914126, PMID:11839821, PMID:11748147, PMID:11717126, PMID:11667962, PMID:11526072, PMID:11495917, PMID:11257109, PMID:11171398, PMID:11090136, PMID:11076770, PMID:11074003, PMID:10976042, PMID:10952898, 
    PMID:10862750, PMID:10825151, PMID:10771469, PMID:10769240, PMID:10704398, PMID:10704395, PMID:10704387, PMID:10557210, PMID:10554356, PMID:10529426, PMID:10477300, PMID:10457013, PMID:10409506, PMID:10077605"
"DLP"	"rdx"	"7227.FBpp0078890"	"7227.FBpp0099767"	0	0	0	0	0	0	0	0	254	0	0	0	64	271	0	"NA"
"ihog"	"rdx"	"7227.FBpp0078993"	"7227.FBpp0099767"	0	0	0	0	0	0	0	0	0	0	0	319	0	319	0	"PMID:24143114, PMID:23074268, PMID:22474285, PMID:20876583, PMID:20530542, PMID:19684109, PMID:18794343, PMID:18379584, PMID:17182898"
"Pka-C1"	"rdx"	"7227.FBpp0079448"	"7227.FBpp0099767"	0	0	0	0	0	111	0	0	0	0	0	162	0	223	0	"PMID:22001871, PMID:21921029, PMID:21179535, PMID:18625727, PMID:18379584, PMID:16651542, PMID:12084707"
"Su(fu)"	"rdx"	"7227.FBpp0082134"	"7227.FBpp0099767"	0	0	0	0	0	0	0	0	0	0	0	714	0	714	0	"PMID:24603360, PMID:24418624, PMID:24143114, PMID:24076664, PMID:23216924, PMID:23166838, PMID:23074268, PMID:22474285, PMID:22235375, PMID:21931660, PMID:21878643, PMID:21543335, PMID:21451052, PMID:21289193, PMID:21179535, PMID:20956384, PMID:20530542, PMID:20463034, PMID:20360384, PMID:20154143, PMID:20083481, PMID:20081367, PMID:19684112, PMID:19684109, PMID:18794343, PMID:18625727, PMID:18379584, PMID:17431408, PMID:17312394, PMID:17182898, 
    PMID:17102630, PMID:16740475, PMID:16651542"
"Bin1"	"rdx"	"7227.FBpp0082731"	"7227.FBpp0099767"	0	0	0	0	0	0	0	0	0	0	0	493	0	493	0	"PMID:24143114, PMID:22474285, PMID:21289193, PMID:20463034, PMID:20360384, PMID:20083481, PMID:20081367, PMID:19684112, PMID:19684109, PMID:17312394"
"dco"	"rdx"	"7227.FBpp0085104"	"7227.FBpp0099767"	0	0	0	0	0	102	0	0	0	0	0	255	0	302	0	"PMID:22879814, PMID:21931660, PMID:21179535, PMID:18625727, PMID:18408747, PMID:17102630, PMID:12021176"
"Gprk2"	"rdx"	"7227.FBpp0085149"	"7227.FBpp0099767"	0	0	0	0	0	0	0	0	0	0	0	194	0	194	0	"PMID:24143114, PMID:22253574, PMID:20530542, PMID:18379584"
"Cul-4"	"rdx"	"7227.FBpp0087897"	"7227.FBpp0099767"	0	0	0	0	0	0	0	0	809	0	0	0	142	829	0	"NA"
"cos"	"rdx"	"7227.FBpp0088087"	"7227.FBpp0099767"	0	0	0	0	0	0	0	0	0	0	0	495	0	495	0	"PMID:24418624, PMID:23166838, PMID:23074268, PMID:22474285, PMID:21931660, PMID:21179535, PMID:20876583, PMID:20463034, PMID:20360384, PMID:20081367, PMID:19955409, PMID:18625727, PMID:17431408, PMID:17102630, PMID:16651542"
"ptc"	"rdx"	"7227.FBpp0088443"	"7227.FBpp0099767"	0	0	0	0	0	0	0	0	0	0	0	398	0	398	0	"PMID:3665770, PMID:24143114, PMID:24076664, PMID:23899561, PMID:23326549, PMID:23166838, PMID:23074268, PMID:23049351, PMID:22474285, PMID:22253574, PMID:22235375, PMID:22086241, PMID:22001871, PMID:21931660, PMID:21455566, PMID:21451052, PMID:21289193, PMID:21179535, PMID:21098119, PMID:20956384, PMID:20876583, PMID:20530542, PMID:20360384, PMID:20154143, PMID:20081367, PMID:19684112, PMID:19684109, PMID:19557685, PMID:18794343, PMID:18625727, 
    PMID:18408747, PMID:18379584, PMID:17725827, PMID:17431408, PMID:17312394, PMID:17192413, PMID:17182898, PMID:17102630, PMID:16651542, PMID:15755741, PMID:1356006"
"csw"	"hh"	"7227.FBpp0070363"	"7227.FBpp0099945"	0	0	0	0	0	0	0	0	0	0	0	164	0	163	0	"PMID:7600986, PMID:24465223, PMID:24058787, PMID:23105012, PMID:23015544, PMID:22412924, PMID:22375049, PMID:22298652, PMID:22118449, PMID:22095083, PMID:21979942, PMID:21892940, PMID:21629754, PMID:21559328, PMID:21357686, PMID:20418914, PMID:20237281, PMID:20142496, PMID:19767651, PMID:19713546, PMID:19589040, PMID:19459784, PMID:19398718, PMID:19237508, PMID:19059839, PMID:18942889, PMID:18483217, PMID:17609501, PMID:17592637, PMID:17255356, 
    PMID:16614377, PMID:16399795, PMID:16371600, PMID:16239319, PMID:16123311, PMID:15965266, PMID:15788707, PMID:15531575, PMID:14295985, PMID:12818006, PMID:12004056, PMID:11544187, PMID:11438678, PMID:10725244, PMID:10352011"
"shf"	"hh"	"7227.FBpp0070939"	"7227.FBpp0099945"	0	0	0	0	0	0	0	767	0	0	0	865	422	980	0	"PMID:25001599, PMID:24121526, PMID:24068944, PMID:23276604, PMID:22951645, PMID:22049079, PMID:21603589, PMID:20200416, PMID:20066107, PMID:19329555, PMID:18765787, PMID:18687985, PMID:18392048, PMID:17460759, PMID:16484682, PMID:16436637, PMID:16163385, PMID:15857918, PMID:15694333, PMID:15691765, PMID:14530294"
