"A_gene_name"	"B_gene_name"	"from"	"to"	"neighborhood"	"neighborhood_transferred"	"fusion"	"cooccurence"	"homology"	"coexpression"	"coexpression_transferred"	"experiments"	"experiments_transferred"	"database"	"database_transferred"	"textmining"	"textmining_transferred"	"combined_score"	"pval_PPI_enrich"	"pubmed_ids"
"dlp"	"ihog"	"7227.FBpp0075431"	"7227.FBpp0078993"	0	0	0	0	0	0	0	0	0	0	0	719	0	719	0	"PMID:25001599, PMID:24778932, PMID:24143114, PMID:24121526, PMID:24068944, PMID:23154411, PMID:22474285, PMID:21828006, PMID:21778405, PMID:21690386, PMID:21572042, PMID:21192841, PMID:20501592, PMID:20231458, PMID:20066107, PMID:19287388, PMID:19040769, PMID:18794343, PMID:18334026, PMID:17182898, PMID:17077139"
"disp"	"ihog"	"7227.FBpp0078314"	"7227.FBpp0078993"	0	0	0	0	0	0	0	0	0	0	0	941	75	943	0	"PMID:25001599, PMID:24143114, PMID:24121526, PMID:24068944, PMID:23547970, PMID:22689790, PMID:22474285, PMID:21778405, PMID:21747935, PMID:21690386, PMID:21572042, PMID:21192841, PMID:20530542, PMID:20048000, PMID:19564910, PMID:19040769, PMID:18794898, PMID:18794343, PMID:18334026, PMID:18245841, PMID:18239057, PMID:17928586, PMID:17182898, PMID:17062662"
"csw"	"Pka-C1"	"7227.FBpp0070363"	"7227.FBpp0079448"	0	0	0	0	0	0	110	0	113	0	352	135	0	498	0	"PMID:8375330, PMID:23303912, PMID:23071303, PMID:22219722, PMID:21235352, PMID:19890091, PMID:19342613, PMID:16935846, PMID:16371600, PMID:16284184, PMID:15082519, PMID:1372523, PMID:12435793, PMID:12004056, PMID:11782428, PMID:11438678, PMID:10368176"
"flw"	"Pka-C1"	"7227.FBpp0071381"	"7227.FBpp0079448"	0	0	0	0	0	0	115	0	0	0	340	222	0	505	0	"PMID:19144957, PMID:16920702, PMID:16405931, PMID:16258073, PMID:14715909, PMID:14506307, PMID:14506263, PMID:12147701"
"fu"	"Pka-C1"	"7227.FBpp0074373"	"7227.FBpp0079448"	0	0	0	0	734	0	0	940	0	0	0	161	127	943	0	"PMID:9093856, PMID:18689831, PMID:16651542, PMID:16293631, PMID:12231619, PMID:12040051, PMID:11914126, PMID:10477300, PMID:10234050"
"Shc"	"Pka-C1"	"7227.FBpp0076186"	"7227.FBpp0079448"	0	0	0	0	0	0	0	0	0	0	0	160	0	159	0	"PMID:7926729, PMID:7545432, PMID:21949657, PMID:20868222, PMID:20844004, PMID:19342613, PMID:18626063, PMID:16456091, PMID:16450884, PMID:16306453, PMID:15272003, PMID:12435793, PMID:11782428, PMID:11294822, PMID:10913934, PMID:10887126, PMID:10751440, PMID:10523618, PMID:10508237"
"csw"	"Sos"	"7227.FBpp0070363"	"7227.FBpp0080118"	0	0	0	0	0	0	0	0	219	0	567	651	104	880	0	"PMID:9892666, PMID:9837978, PMID:9671493, PMID:9642214, PMID:9528781, PMID:9389692, PMID:9374412, PMID:9139682, PMID:8978277, PMID:8959326, PMID:8632004, PMID:8620840, PMID:8607984, PMID:8458578, PMID:8392180, PMID:8384582, PMID:8264620, PMID:8049487, PMID:7926754, PMID:7926728, PMID:7789267, PMID:7504175, PMID:24662938, PMID:24643257, PMID:24628801, PMID:23105012, PMID:23006971, PMID:22919616, PMID:22852078, PMID:22572792, PMID:22442648, 
    PMID:22298657, PMID:22102801, PMID:20649462, PMID:19805360, PMID:19752219, PMID:19597303, PMID:18849586, PMID:18606861, PMID:18480264, PMID:18039929, PMID:17167831, PMID:16893902, PMID:16729045, PMID:16687399, PMID:16399795, PMID:16371600, PMID:16339969, PMID:15689573, PMID:15613447, PMID:15465815, PMID:15082519, PMID:15020666, PMID:14560030, PMID:12673197, PMID:12582165, PMID:12225946, PMID:12169433, PMID:12117721, PMID:11707405, PMID:11438678, 
    PMID:11289486, PMID:11278704, PMID:11262240, PMID:11152757, PMID:11053437, PMID:10880441, PMID:10753869, PMID:10629055, PMID:10411909, PMID:10409724, PMID:10391903, PMID:10196167, PMID:10026169"
"flw"	"Sos"	"7227.FBpp0071381"	"7227.FBpp0080118"	0	0	0	0	0	0	0	143	65	0	0	62	0	182	0	"PMID:20648242, PMID:12374792"
"Shc"	"Sos"	"7227.FBpp0076186"	"7227.FBpp0080118"	0	0	0	0	0	0	0	0	503	900	501	812	156	995	0	"PMID:9927299, PMID:9922370, PMID:9882348, PMID:9811587, PMID:9797470, PMID:9671493, PMID:9670936, PMID:9626554, PMID:9619482, PMID:9447984, PMID:9447973, PMID:9389692, PMID:9372945, PMID:9231756, PMID:9212064, PMID:9199344, PMID:9165038, PMID:9155022, PMID:9135150, PMID:9135144, PMID:9121472, PMID:9040011, PMID:9032266, PMID:9020094, PMID:8999863, PMID:8978277, PMID:8959326, PMID:8940013, PMID:8874187, PMID:8836042, PMID:8816480, 
    PMID:8695800, PMID:8647802, PMID:8621459, PMID:8547634, PMID:8530511, PMID:8524240, PMID:8479536, PMID:8400282, PMID:8392180, PMID:8264620, PMID:8196603, PMID:8114695, PMID:8056834, PMID:7893993, PMID:7760802, PMID:7739560, PMID:7689150, PMID:7592690, PMID:7559502, PMID:7520523, PMID:7516472, PMID:7504175, PMID:24662938, PMID:24454892, PMID:23284895, PMID:23065822, PMID:23006971, PMID:22852078, PMID:22500228, PMID:22298657, PMID:21779497, 
    PMID:21357683, PMID:20724475, PMID:20643813, PMID:20214499, PMID:20001746, PMID:19808395, PMID:19805360, PMID:19752219, PMID:19156131, PMID:19014342, PMID:18505882, PMID:18220476, PMID:18039929, PMID:17615350, PMID:17548515, PMID:17167831, PMID:16729045, PMID:16687399, PMID:16511603, PMID:16339969, PMID:16113093, PMID:16105880, PMID:15987802, PMID:15899849, PMID:15817826, PMID:15465815, PMID:15457211, PMID:15071496, PMID:15020666, PMID:14993422, 
    PMID:12921228, PMID:12756289, PMID:12673197, PMID:12663469, PMID:12582165, PMID:12466202, PMID:12169433, PMID:11839808, PMID:11381103, PMID:11359772, PMID:11294822, PMID:11289486, PMID:11278704, PMID:11278444, PMID:11134081, PMID:11003655, PMID:10938118, PMID:10887126, PMID:10880441, PMID:10809671, PMID:10753869, PMID:10669731, PMID:10668978, PMID:10629055, PMID:10557205, PMID:10411909, PMID:10394594, PMID:10330169, PMID:10329689"
"Pka-C1"	"Sos"	"7227.FBpp0079448"	"7227.FBpp0080118"	0	0	0	0	0	0	0	0	456	0	0	110	665	823	0	"PMID:9308960, PMID:9102309, PMID:22972839, PMID:21372320, PMID:16373601, PMID:16371600, PMID:15082519, PMID:12351631, PMID:11438678, PMID:11294822, PMID:10887126"
"rasp"	"Su(fu)"	"7227.FBpp0072893"	"7227.FBpp0082134"	0	0	0	0	0	0	0	0	0	0	0	426	0	426	0	"PMID:21192841, PMID:20530542, PMID:19787036, PMID:19564910, PMID:19040769, PMID:18794343, PMID:18524957, PMID:18245841, PMID:18050469, PMID:17928586, PMID:17925578, PMID:17237799, PMID:17182898, PMID:16258256, PMID:16197551, PMID:14597665, PMID:12672657, PMID:11731473"
"fu"	"Su(fu)"	"7227.FBpp0074373"	"7227.FBpp0082134"	0	0	0	0	0	0	0	999	800	800	702	716	145	999	0	"PMID:9874371, PMID:9601642, PMID:9093856, PMID:24391661, PMID:22456124, PMID:21754989, PMID:21664578, PMID:20081354, PMID:18956339, PMID:18689831, PMID:18497536, PMID:18392879, PMID:17925578, PMID:17284519, PMID:16908539, PMID:16651542, PMID:16413525, PMID:16055717, PMID:15461968, PMID:15198976, PMID:15063184, PMID:12231619, PMID:11934882, PMID:11914126, PMID:11476581, PMID:11252182, PMID:11112325, PMID:10976059, PMID:10825151, PMID:10477300, 
    PMID:10072378"
"dlp"	"Su(fu)"	"7227.FBpp0075431"	"7227.FBpp0082134"	0	0	0	0	0	0	0	0	0	0	0	304	0	304	0	"PMID:24143114, PMID:22474285, PMID:21192841, PMID:19956802, PMID:19139721, PMID:19040769, PMID:18794343, PMID:18787398, PMID:18334026, PMID:18050469, PMID:17182898, PMID:17076889"
"disp"	"Su(fu)"	"7227.FBpp0078314"	"7227.FBpp0082134"	0	0	0	0	0	0	0	0	0	0	0	652	143	689	0	"PMID:24143114, PMID:23831757, PMID:23547970, PMID:22474285, PMID:21789137, PMID:21192841, PMID:20530542, PMID:19956802, PMID:19789708, PMID:19787036, PMID:19564910, PMID:19139721, PMID:19071955, PMID:19040769, PMID:18794343, PMID:18621990, PMID:18583362, PMID:18524957, PMID:18334026, PMID:18284698, PMID:18245841, PMID:18050469, PMID:17928586, PMID:17925578, PMID:17182898, PMID:17076889, PMID:17062662, PMID:16891419, PMID:16258256, PMID:16197551, 
    PMID:16155214, PMID:16055717, PMID:16055716, PMID:15198976, PMID:15105374, PMID:14597665, PMID:12668593, PMID:11731473"
"ihog"	"Su(fu)"	"7227.FBpp0078993"	"7227.FBpp0082134"	0	0	0	0	0	0	0	0	0	0	0	631	0	631	0	"PMID:24925320, PMID:24143114, PMID:23547970, PMID:23074268, PMID:22474285, PMID:21192841, PMID:20530542, PMID:20066087, PMID:19684109, PMID:19564910, PMID:19040769, PMID:18794343, PMID:18379584, PMID:18334026, PMID:18245841, PMID:17928586, PMID:17284519, PMID:17182898, PMID:17062662, PMID:16339192"
"Pka-C1"	"Su(fu)"	"7227.FBpp0079448"	"7227.FBpp0082134"	0	0	0	0	0	0	0	922	0	0	0	493	0	958	0	"PMID:9649421, PMID:9303540, PMID:9093856, PMID:21317289, PMID:21179535, PMID:20711444, PMID:19223390, PMID:18820483, PMID:18689831, PMID:18625727, PMID:18379584, PMID:17671093, PMID:17344476, PMID:16880744, PMID:16705181, PMID:16651542, PMID:16449652, PMID:16424016, PMID:15598741, PMID:12231629, PMID:12231619, PMID:12070099, PMID:11914126, PMID:11526072, PMID:11074003, PMID:10862750, PMID:10769240, PMID:10557210, PMID:10529426, PMID:10477300, 
    PMID:10409506, PMID:10075717"
"disp"	"Bin1"	"7227.FBpp0078314"	"7227.FBpp0082731"	0	0	0	0	0	0	0	0	0	0	0	257	0	256	0	"PMID:24143114, PMID:22474285, PMID:21192841, PMID:17062662, PMID:12668593"
"ihog"	"Bin1"	"7227.FBpp0078993"	"7227.FBpp0082731"	0	0	0	0	0	0	0	0	0	0	0	299	0	299	0	"PMID:24143114, PMID:22474285, PMID:21192841, PMID:19684109, PMID:17062662"
"Su(fu)"	"Bin1"	"7227.FBpp0082134"	"7227.FBpp0082731"	0	0	0	0	0	0	0	0	412	0	702	716	76	947	0	"PMID:24143114, PMID:22474285, PMID:21698280, PMID:21289193, PMID:21209912, PMID:21192841, PMID:20711444, PMID:20463034, PMID:20360384, PMID:20083481, PMID:20081367, PMID:19684112, PMID:19684109, PMID:19223390, PMID:18827223, PMID:18497536, PMID:17726373, PMID:17312394, PMID:17062662, PMID:12897799, PMID:12668593"
"flw"	"dco"	"7227.FBpp0071381"	"7227.FBpp0085104"	0	0	0	0	0	0	70	0	67	0	0	199	0	244	0	"PMID:24594309, PMID:21930935, PMID:20980240, PMID:17971870, PMID:17575052, PMID:17318175"
"Pka-C1"	"dco"	"7227.FBpp0079448"	"7227.FBpp0085104"	0	0	0	0	0	139	99	0	0	0	0	160	540	660	0	"PMID:24643294, PMID:23316220, PMID:21179535, PMID:19641619, PMID:19020516, PMID:18803869, PMID:18625727, PMID:17452464, PMID:16705181, PMID:14966281, PMID:10712516"
"Su(fu)"	"dco"	"7227.FBpp0082134"	"7227.FBpp0085104"	0	0	0	0	0	0	0	0	0	0	0	169	79	201	0	"PMID:24931005, PMID:24904820, PMID:21931660, PMID:21179535, PMID:19575820, PMID:18625727, PMID:17568183, PMID:17102630, PMID:16705181, PMID:16481469"
"dlp"	"Gprk2"	"7227.FBpp0075431"	"7227.FBpp0085149"	0	0	0	0	0	171	0	0	0	0	0	51	65	200	0	"PMID:24143114, PMID:21192841"
"ihog"	"Gprk2"	"7227.FBpp0078993"	"7227.FBpp0085149"	0	0	0	0	0	0	0	0	0	0	0	313	0	313	0	"PMID:24143114, PMID:22253573, PMID:21192841, PMID:20530542, PMID:18379584"
"Su(fu)"	"Gprk2"	"7227.FBpp0082134"	"7227.FBpp0085149"	0	0	0	0	0	0	0	0	0	0	0	258	0	258	0	"PMID:25009998, PMID:24143114, PMID:21192841, PMID:20530542, PMID:18815277, PMID:18379584, PMID:17483466"
"Gprk2"	"krz"	"7227.FBpp0085149"	"7227.FBpp0085236"	0	0	0	0	0	0	0	0	96	0	0	318	94	392	0	"PMID:22253574, PMID:21437272"
"rasp"	"cos"	"7227.FBpp0072893"	"7227.FBpp0088087"	0	0	0	0	0	0	0	0	0	0	0	299	0	299	0	"PMID:23037587, PMID:22432040, PMID:19787036, PMID:19564910, PMID:18245841, PMID:18050469, PMID:17925578, PMID:16396912, PMID:16396909, PMID:16197551, PMID:14597665, PMID:12672657, PMID:11748147"
"fu"	"cos"	"7227.FBpp0074373"	"7227.FBpp0088087"	0	0	0	0	0	134	0	999	0	800	0	799	0	999	0	"PMID:9874371, PMID:9601642, PMID:9244298, PMID:9093856, PMID:8633045, PMID:24768000, PMID:24391661, PMID:23385085, PMID:23085394, PMID:22306085, PMID:21664578, PMID:20081354, PMID:18956339, PMID:18689831, PMID:18392879, PMID:17925578, PMID:17658259, PMID:17284519, PMID:16908539, PMID:16651542, PMID:16423832, PMID:16293631, PMID:16055717, PMID:15547730, PMID:15461968, PMID:15104233, PMID:15063184, PMID:11914126, PMID:11476581, PMID:11454764, 
    PMID:10825151, PMID:10477300, PMID:10101121"
"dlp"	"cos"	"7227.FBpp0075431"	"7227.FBpp0088087"	0	0	0	0	0	0	0	0	0	0	0	162	0	161	0	"PMID:22474285, PMID:18334026, PMID:18050469, PMID:17076889, PMID:16396912, PMID:16396909"
"disp"	"cos"	"7227.FBpp0078314"	"7227.FBpp0088087"	0	0	0	0	0	126	0	0	0	0	0	531	0	572	0	"PMID:22474285, PMID:22432040, PMID:21789137, PMID:20635334, PMID:19787036, PMID:19564910, PMID:18334026, PMID:18245841, PMID:18050469, PMID:17925578, PMID:17076889, PMID:17062662, PMID:16396912, PMID:16396909, PMID:16197551, PMID:16155214, PMID:16055717, PMID:16055716, PMID:14597665, PMID:12668593, PMID:11748147"
"ihog"	"cos"	"7227.FBpp0078993"	"7227.FBpp0088087"	0	0	0	0	0	0	0	0	0	0	0	491	0	491	0	"PMID:24244405, PMID:23074268, PMID:22474285, PMID:22253573, PMID:20876583, PMID:19564910, PMID:18334026, PMID:18245841, PMID:17284519, PMID:17062662"
"Pka-C1"	"cos"	"7227.FBpp0079448"	"7227.FBpp0088087"	0	0	0	0	0	0	0	0	0	0	0	525	0	525	0	"PMID:9649421, PMID:9425131, PMID:9118802, PMID:9102309, PMID:9093856, PMID:9006069, PMID:8787761, PMID:7588077, PMID:24985345, PMID:22253573, PMID:21179535, PMID:18820483, PMID:18689831, PMID:18625727, PMID:17671093, PMID:17656849, PMID:16651542, PMID:16537363, PMID:16449652, PMID:16293631, PMID:15598741, PMID:15238528, PMID:11914126, PMID:11526072, PMID:11074003, PMID:10976042, PMID:10862750, PMID:10769240, PMID:10557210, PMID:10529426, 
    PMID:10477300, PMID:10409506"
"Su(fu)"	"cos"	"7227.FBpp0082134"	"7227.FBpp0088087"	0	0	0	0	0	0	0	0	0	800	0	952	0	989	0	"PMID:9874371, PMID:9649421, PMID:9601642, PMID:9093856, PMID:8846897, PMID:8307322, PMID:7498739, PMID:24821540, PMID:24625679, PMID:24533105, PMID:24418624, PMID:24391661, PMID:23995793, PMID:23303278, PMID:23166838, PMID:23074268, PMID:22474285, PMID:22114140, PMID:21978399, PMID:21931660, PMID:21789137, PMID:21730325, PMID:21664578, PMID:21611088, PMID:21253570, PMID:21209912, PMID:21209331, PMID:21179535, PMID:20661280, PMID:20643644, 
    PMID:20581434, PMID:20463034, PMID:20386868, PMID:20385776, PMID:20360384, PMID:20081367, PMID:20081354, PMID:19996169, PMID:19809516, PMID:19787036, PMID:19717563, PMID:19622347, PMID:19564910, PMID:19286674, PMID:19103752, PMID:18956339, PMID:18820483, PMID:18756266, PMID:18689831, PMID:18625727, PMID:18493062, PMID:18489752, PMID:18392879, PMID:18334026, PMID:18245841, PMID:18050469, PMID:17925578, PMID:17881487, PMID:17671418, PMID:17671093, 
    PMID:17483466, PMID:17431408, PMID:17284519, PMID:17102630, PMID:17076889, PMID:17062662, PMID:16943197, PMID:16908539, PMID:16867986, PMID:16818613, PMID:16651542, PMID:16459297, PMID:16449652, PMID:16275743, PMID:16197551, PMID:16155214, PMID:16055717, PMID:16055716, PMID:15750186, PMID:15675968, PMID:15647323, PMID:15598741, PMID:15545630, PMID:15542847, PMID:15461968, PMID:15367681, PMID:15268766, PMID:15063184, PMID:14764898, PMID:14645371, 
    PMID:14613000, PMID:14597665, PMID:14597576, PMID:12874118, PMID:12672657, PMID:12668593, PMID:12455638, PMID:12437768, PMID:12426310, PMID:12163413, PMID:12138125, PMID:11960000, PMID:11914126, PMID:11839821, PMID:11667962, PMID:11526072, PMID:11495917, PMID:11476581, PMID:11257109, PMID:11171398, PMID:11090136, PMID:11074003, PMID:10952898, PMID:10862750, PMID:10825151, PMID:10769240, PMID:10704398, PMID:10557210, PMID:10531011, PMID:10529426, 
    PMID:10477300, PMID:10457013, PMID:10409506, PMID:10077605"
"Bin1"	"cos"	"7227.FBpp0082731"	"7227.FBpp0088087"	0	0	0	0	0	0	0	0	0	0	0	299	0	299	0	"PMID:22474285, PMID:21209912, PMID:20463034, PMID:20360384, PMID:20081367, PMID:17062662, PMID:12668593"
"Gprk2"	"cos"	"7227.FBpp0085149"	"7227.FBpp0088087"	0	0	0	0	0	0	0	0	0	0	0	160	0	159	0	"PMID:22253573, PMID:17483466"
"csw"	"ptc"	"7227.FBpp0070363"	"7227.FBpp0088443"	0	0	0	0	0	0	0	0	0	0	0	199	0	199	0	"PMID:9007244, PMID:8978055, PMID:4903810, PMID:24498290, PMID:24465223, PMID:23372415, PMID:23172856, PMID:23093933, PMID:22852078, PMID:22298652, PMID:22206003, PMID:22095083, PMID:21892940, PMID:20428113, PMID:20308281, PMID:20237281, PMID:20194965, PMID:20154139, PMID:19737086, PMID:19589040, PMID:18845818, PMID:18790757, PMID:18483217, PMID:18388325, PMID:18388298, PMID:18237413, PMID:18097146, PMID:18019832, PMID:17609501, PMID:17158707, 
    PMID:17053061, PMID:16613830, PMID:16465447, PMID:16239319, PMID:15201283, PMID:15082523, PMID:14993392, PMID:14993391, PMID:14993390, PMID:14993389, PMID:14976138, PMID:12835389, PMID:12835388, PMID:12829736, PMID:12818006, PMID:12748302, PMID:12004056, PMID:11927609, PMID:11438678, PMID:11344106, PMID:11237212, PMID:11152757, PMID:10725244, PMID:10650943, PMID:10352011"
"msn"	"ptc"	"7227.FBpp0072830"	"7227.FBpp0088443"	0	0	0	0	0	0	0	0	0	0	0	426	0	426	0	"PMID:9847249, PMID:9847240, PMID:9832556, PMID:9679144, PMID:9655803, PMID:9636086, PMID:9573046, PMID:9463351, PMID:9450933, PMID:9379136, PMID:9362461, PMID:9315908, PMID:9310337, PMID:9310327, PMID:9214378, PMID:9192811, PMID:9151663, PMID:9012492, PMID:9007235, PMID:8674408, PMID:8621431, PMID:8535505, PMID:8535140, PMID:8462849, PMID:8104775, PMID:7867491, PMID:7821215, PMID:7588069, PMID:6818316, PMID:4206459, PMID:3924726, 
    PMID:3782297, PMID:2905316, PMID:2809493, PMID:24336723, PMID:23897890, PMID:23226461, PMID:23134714, PMID:23073627, PMID:23049351, PMID:22952997, PMID:22535895, PMID:22491411, PMID:22479597, PMID:22474068, PMID:22473940, PMID:22398720, PMID:22242003, PMID:22027435, PMID:20943912, PMID:20855971, PMID:20583925, PMID:20463973, PMID:20335506, PMID:20190581, PMID:20190580, PMID:20190579, PMID:20190578, PMID:20190576, PMID:20190575, PMID:20190574, 
    PMID:20190573, PMID:20190572, PMID:20066076, PMID:19997509, PMID:19887680, PMID:19286674, PMID:19064711, PMID:18953416, PMID:1879361, PMID:18614991, PMID:18483217, PMID:18392879, PMID:18292429, PMID:17895999, PMID:17592635, PMID:17347519, PMID:17259302, PMID:17247993, PMID:17246631, PMID:17246607, PMID:17246083, PMID:17132048, PMID:17010201, PMID:17002498, PMID:16933974, PMID:16446711, PMID:16410827, PMID:16410549, PMID:16207758, PMID:16135811, 
    PMID:15968584, PMID:15545745, PMID:15537703, PMID:15269788, PMID:15269168, PMID:15225411, PMID:15169836, PMID:15128673, PMID:15014127, PMID:12668597, PMID:12506000, PMID:12000787, PMID:11959832, PMID:11943846, PMID:11861474, PMID:1185103, PMID:11713230, PMID:11603502, PMID:11566855, PMID:11481486, PMID:11404407, PMID:11274345, PMID:10679030, PMID:10637301, PMID:10631179, PMID:10529434, PMID:10465785, PMID:10375496, PMID:10357935, PMID:10323856, 
    PMID:10225999, PMID:10198058, PMID:10026130"
