Gene,p,padj,loglik_full,loglik_red,df_full,df_red,mean,converge_impulse,converge_const,converge_sigmoid,impulseTOsigmoid_p,impulseTOsigmoid_padj,sigmoidTOconst_p,sigmoidTOconst_padj,isTransient,isMonotonous,allZero
FBgn0051300,0.92888258,0.999775474,-44.16956886,-44.8484251,9,4,1.17685938,0,0,0,0.693061881,0.949736616,0.890815188,0.999999999,FALSE,FALSE,FALSE
FBgn0051301,0.062438433,0.999775474,-135.635018,-140.8809699,9,4,354.3282823,0,0,0,0.477971884,0.949736616,0.029085554,0.840167856,FALSE,FALSE,FALSE
FBgn0051313,0.874559123,0.999775474,-37.07858036,-37.98434903,9,4,0.738792513,0,0,0,0.626084726,0.949736616,0.83145674,0.999999999,FALSE,FALSE,FALSE
FBgn0051320,0.403996509,0.999775474,-115.533659,-118.0828311,9,4,105.5740432,0,0,0,0.195528772,0.949736616,0.607510544,0.999999999,FALSE,FALSE,FALSE
FBgn0051321,0.93184021,0.999775474,-63.44650215,-64.11138025,9,4,4.864173194,0,0,0,0.864646296,0.967207893,0.791843685,0.999999999,FALSE,FALSE,FALSE
FBgn0051323,0.91372922,0.999775474,-65.71659666,-66.46373551,9,4,4.078015606,0,0,0,0.537493895,0.949736616,0.968681486,0.999999999,FALSE,FALSE,FALSE
FBgn0051324,0.36397628,0.999775474,-158.5346867,-161.257359,9,4,884.2537748,0,0,0,0.103422813,0.949736616,0.823621118,0.999999999,FALSE,FALSE,FALSE
FBgn0051326,0.881781975,0.999775474,-20.29341304,-21.17136864,9,4,0.449733133,0,0,0,0.615779937,0.949736616,0.852769673,0.999999999,FALSE,FALSE,FALSE
FBgn0051327,0.98641243,0.999775474,-15.49238786,-15.80919592,9,4,0.106362613,0,0,0,0.80484116,0.9519799,0.977686833,0.999999999,FALSE,FALSE,FALSE
FBgn0051333,0.949163927,0.999775474,-3.518516781,-4.095784876,9,4,0.087342023,0,0,0,0.723951344,0.949736616,0.917025805,0.999999999,FALSE,FALSE,FALSE
FBgn0051334,0.918913736,0.999775474,-11.02486163,-11.74920754,9,4,0.087645455,0,0,0,0.745335609,0.949736616,0.834863711,0.999999999,FALSE,FALSE,FALSE
FBgn0051337,0.973220145,0.999775474,-25.23242014,-25.66118202,9,4,0.377543982,0,0,0,0.747040158,0.949736616,0.964796104,0.999999999,FALSE,FALSE,FALSE
FBgn0051342,0.441229111,0.999775474,-156.7681275,-159.1663304,9,4,1130.462682,0,0,0,0.214754085,0.949736616,0.632522581,0.999999999,FALSE,FALSE,FALSE
FBgn0051343,0.965774816,0.999775474,-29.55339304,-30.03308468,9,4,0.487127828,0,0,0,0.908308611,0.989987501,0.857333011,0.999999999,FALSE,FALSE,FALSE
FBgn0051344,0.313619026,0.999775474,-122.3772807,-125.3396106,9,4,208.6581271,0,0,0,0.300610694,0.949736616,0.318076834,0.999999999,FALSE,FALSE,FALSE
FBgn0051345,0.948939426,0.999775474,-3.518541214,-4.09702011,9,4,1.75E-05,0,0,0,0.794241733,0.949736616,0.874091985,0.999999999,FALSE,FALSE,FALSE
FBgn0051347,0.959532938,0.999775474,-104.8464123,-105.3648745,9,4,45.58219365,0,0,0,0.77425508,0.949736616,0.913317559,0.999999999,FALSE,FALSE,FALSE
FBgn0051352,0.596479621,0.999775474,-137.8693074,-139.7088494,9,4,301.4845434,0,0,0,0.512767501,0.949736616,0.504291973,0.999999999,FALSE,FALSE,FALSE
FBgn0051354,0.839119098,0.999775474,-38.89747828,-39.93339432,9,4,0.854980837,0,0,0,0.408381401,0.949736616,0.963611935,0.999999999,FALSE,FALSE,FALSE
FBgn0051356,0.944579766,0.999775474,-3.518550128,-4.120099351,9,4,7.69E-06,0,0,0,0.743164916,0.949736616,0.894271651,0.999999999,FALSE,FALSE,FALSE
FBgn0051357,0.20745474,0.999775474,-125.330449,-128.9214353,9,4,213.9416513,0,0,0,0.356950038,0.949736616,0.163102743,0.999999999,FALSE,FALSE,FALSE
FBgn0051360,0.743023858,0.999775474,-118.6055143,-119.9656253,9,4,119.4052799,0,0,0,1,1,0.391532387,0.999999999,FALSE,FALSE,FALSE
FBgn0051361,0.962290056,0.999775474,-58.79380952,-59.29551581,9,4,2.334678023,0,0,0,0.881016876,0.975701028,0.861371882,0.999999999,FALSE,FALSE,FALSE
FBgn0051363,0.899676538,0.999775474,-192.0117676,-192.8182522,9,4,3154.418975,0,0,0,0.9989052,1,0.656948344,0.999999999,FALSE,FALSE,FALSE
FBgn0051365,0.667491357,0.999775474,-123.4808961,-125.0864002,9,4,249.5456636,0,0,0,0.226983691,0.949736616,0.969972864,0.999999999,FALSE,FALSE,FALSE
FBgn0051368,0.1374482,0.999775474,-130.3595649,-134.5398849,9,4,312.2513098,0,0,0,0.199660436,0.949736616,0.161941222,0.999999999,FALSE,FALSE,FALSE
FBgn0051370,0.556217818,0.999775474,-138.1358413,-140.1122884,9,4,419.4466832,0,0,0,0.686023993,0.949736616,0.361919032,0.999999999,FALSE,FALSE,FALSE
FBgn0051371,0.798480478,0.999775474,-39.42088279,-40.5972871,9,4,1.014155148,0,0,0,0.418939334,0.949736616,0.893507378,0.999999999,FALSE,FALSE,FALSE
FBgn0051373,0.799555898,0.999775474,-38.32948383,-39.50225315,9,4,1.354804289,0,0,0,0.497023208,0.949736616,0.814000414,0.999999999,FALSE,FALSE,FALSE
FBgn0051374,0.983262655,0.999775474,-83.50702176,-83.85433159,9,4,19.67719599,0,0,0,0.865816755,0.967592048,0.938905697,0.999999999,FALSE,FALSE,FALSE
FBgn0051380,0.944878541,0.999775474,-14.59904748,-15.19904135,9,4,0.301842638,0,0,0,0.676274815,0.949736616,0.936567275,0.999999999,FALSE,FALSE,FALSE
FBgn0051382,0.75831989,0.999775474,-27.42207024,-28.73208446,9,4,0.295964303,0,0,0,0.320355582,0.949736616,0.951673451,0.999999999,FALSE,FALSE,FALSE
FBgn0051386,0.941049063,0.999775474,-20.77708224,-21.39674691,9,4,0.093548804,0,0,0,0.889553795,0.981094978,0.799979493,0.999999999,FALSE,FALSE,FALSE
FBgn0051388,0.88787416,0.999775474,-106.0883975,-106.9424616,9,4,65.73823668,0,0,0,0.55696838,0.949736616,0.910548795,0.999999999,FALSE,FALSE,FALSE
FBgn0051390,0.917276717,0.999775474,-117.5864978,-118.3180993,9,4,105.2701494,0,0,0,0.563175865,0.949736616,0.957206788,0.999999999,FALSE,FALSE,FALSE
FBgn0051391,0.853766888,0.999775474,-54.15584338,-55.1390709,9,4,4.396769258,0,0,0,0.384742233,0.949736616,0.99652568,0.999999999,FALSE,FALSE,FALSE
FBgn0051404,0.981264128,0.999775474,-22.89364506,-23.25879782,9,4,0.287077547,0,0,0,0.743864051,0.949736616,0.986845544,0.999999999,FALSE,FALSE,FALSE
FBgn0051406,0.880877055,0.999775474,-43.42772276,-44.30919225,9,4,1.565197369,0,0,0,0.500754738,0.949736616,0.944411192,0.999999999,FALSE,FALSE,FALSE
FBgn0051410,0.747976905,0.999775474,-29.36850257,-30.7124249,9,4,0.651140957,0,0,0,0.514494308,0.949736616,0.715242852,0.999999999,FALSE,FALSE,FALSE
FBgn0051413,0.980909216,0.999775474,-22.97694605,-23.34516477,9,4,0.085982796,0,0,0,0.858326371,0.964986544,0.933788756,0.999999999,FALSE,FALSE,FALSE
FBgn0051414,0.728022138,0.999775474,-30.64928317,-32.05827636,9,4,0.634798732,0,0,0,0.399503335,0.949736616,0.8053847,0.999999999,FALSE,FALSE,FALSE
FBgn0051415,0.956693781,0.999775474,-61.01774731,-61.5529256,9,4,4.81528648,0,0,0,1,1,0.756864912,0.999999999,FALSE,FALSE,FALSE
FBgn0051423,0.938757969,0.999775474,-3.518552711,-4.149726531,9,4,7.59E-06,0,0,0,0.691969796,0.949736616,0.913160718,0.999999999,FALSE,FALSE,FALSE
FBgn0051424,0.928479509,0.999775474,-11.77491417,-12.45565701,9,4,0.110654265,0,0,0,0.548680807,0.949736616,0.98362382,0.999999999,FALSE,FALSE,FALSE
FBgn0051427,0.933677045,0.999775474,-65.65696607,-66.31303845,9,4,4.854107711,0,0,0,0.548917753,0.949736616,0.990292325,0.999999999,FALSE,FALSE,FALSE
FBgn0051431,0.700831782,0.999775474,-131.6483524,-133.145609,9,4,257.2952944,0,0,0,0.321034487,0.949736616,0.867993948,0.999999999,FALSE,FALSE,FALSE
FBgn0051436,0.043298512,0.999775474,-129.77964,-135.5003138,9,4,214.4650587,0,0,0,0.072668477,0.949736616,0.102380133,0.999999999,FALSE,FALSE,FALSE
FBgn0051437,0.858300685,0.999775474,-28.72980248,-29.69643217,9,4,0.694001489,0,0,0,0.441635882,0.949736616,0.960268978,0.999999999,FALSE,FALSE,FALSE
FBgn0051439,0.638955511,0.999775474,-49.91335678,-51.61209101,9,4,2.116467205,0,0,0,0.284576031,0.949736616,0.829297086,0.999999999,FALSE,FALSE,FALSE
FBgn0051441,0.510955924,0.999775474,-115.2748363,-117.4108344,9,4,130.1825285,0,0,0,0.343192626,0.949736616,0.545251594,0.999999999,FALSE,FALSE,FALSE
FBgn0051445,0.767600697,0.999775474,-103.7261209,-105.0055675,9,4,27.7749324,0,0,0,0.789048268,0.949736616,0.554945687,0.999999999,FALSE,FALSE,FALSE
FBgn0051446,0.936040501,0.999775474,-21.41307952,-22.05767246,9,4,0.384166709,0,0,0,0.54495479,0.949736616,0.994650014,0.999999999,FALSE,FALSE,FALSE
FBgn0051450,0.578375269,0.999775474,-132.6053123,-134.5059233,9,4,189.5021616,0,0,0,0.213819262,0.949736616,0.869440529,0.999999999,FALSE,FALSE,FALSE
FBgn0051451,0.987440327,0.999775474,-146.2834537,-146.5895272,9,4,744.072222,0,0,0,0.744270674,0.949736616,0.999170053,0.999999999,FALSE,FALSE,FALSE
FBgn0051453,0.678796289,0.999775474,-151.4407749,-153.0095269,9,4,741.2331301,0,0,0,0.252966931,0.949736616,0.942605476,0.999999999,FALSE,FALSE,FALSE
FBgn0051454,0.843819721,0.999775474,-47.90283856,-48.92199145,9,4,1.509186067,0,0,0,0.36823885,0.949736616,0.997877389,0.999999999,FALSE,FALSE,FALSE
FBgn0051457,0.972264642,0.999775474,-107.3936424,-107.8292914,9,4,100.2110017,0,0,0,0.94798262,1,0.857947494,0.999999999,FALSE,FALSE,FALSE
FBgn0051459,0.957395434,0.999775474,-19.2400727,-19.77116742,9,4,5.54E-05,0,0,0,0.636010164,0.949736616,0.984197023,0.999999999,FALSE,FALSE,FALSE
FBgn0051460,0.976659568,0.999775474,-126.774655,-127.1775733,9,4,152.578295,0,0,0,0.736996302,0.949736616,0.978313759,0.999999999,FALSE,FALSE,FALSE
FBgn0051463,0.911226279,0.999775474,-29.09837632,-29.85633242,9,4,0.380280633,0,0,0,0.745494211,0.949736616,0.818546098,0.999999999,FALSE,FALSE,FALSE
FBgn0051464,0.04633744,0.999775474,-50.24257016,-55.87602313,9,4,3.109635099,0,0,0,0.004145305,0.949736616,0.960900976,0.999999999,FALSE,FALSE,FALSE
FBgn0051465,0.653006108,0.999775474,-81.10193807,-82.75466727,9,4,18.10278687,0,0,0,0.218445578,0.949736616,0.966826146,0.999999999,FALSE,FALSE,FALSE
FBgn0051467,0.713964501,0.999775474,-76.44256459,-77.89722188,9,4,13.56033104,0,0,0,0.23586952,0.949736616,0.999231959,0.999999999,FALSE,FALSE,FALSE
FBgn0051469,0.700599894,0.999775474,-44.46078409,-45.95879273,9,4,1.63123438,0,0,0,0.286525201,0.949736616,0.919734296,0.999999999,FALSE,FALSE,FALSE
FBgn0051472,0.938548927,0.999775474,-125.4083254,-126.0405402,9,4,238.7027377,0,0,0,0.609739022,0.949736616,0.964663059,0.999999999,FALSE,FALSE,FALSE
FBgn0051473,0.761157338,0.999775474,-70.74342794,-72.04411216,9,4,5.674877832,0,0,0,0.817310796,0.955310333,0.532362764,0.999999999,FALSE,FALSE,FALSE
FBgn0051475,0.537533799,0.999775474,-32.80754722,-34.84903034,9,4,0.755806771,0,0,0,0.170387505,0.949736616,0.90921202,0.999999999,FALSE,FALSE,FALSE
FBgn0051477,0.926945499,0.999775474,-73.74890414,-74.43678827,9,4,7.567979834,0,0,0,0.601670322,0.949736616,0.948440324,0.999999999,FALSE,FALSE,FALSE
FBgn0051481,0.916589868,0.999775474,-11.73532685,-12.46995615,9,4,0.087284556,0,0,0,0.518955373,0.949736616,0.984156684,0.999999999,FALSE,FALSE,FALSE
FBgn0051485,0.965687698,0.999775474,-7.290903329,-7.771157786,9,4,0.228944004,0,0,0,0.639614405,0.949736616,0.995506169,0.999999999,FALSE,FALSE,FALSE
FBgn0051491,0.933207901,0.999775474,-3.518504755,-4.176835597,9,4,0.110516329,0,0,0,0.759075539,0.949736616,0.857734729,0.999999999,FALSE,FALSE,FALSE
FBgn0051493,0.513858109,0.999775474,-37.30260757,-39.42816,9,4,0.935480095,0,0,0,0.126039579,0.949736616,0.990762586,0.999999999,FALSE,FALSE,FALSE
FBgn0051495,0.422012421,0.999775474,-83.58809318,-86.06309439,9,4,24.95656244,0,0,0,0.113060348,0.949736616,0.898641272,0.999999999,FALSE,FALSE,FALSE
FBgn0051496,0.96320083,0.999775474,-19.76657741,-20.26262499,9,4,6.26E-05,0,0,0,0.921183831,0.996677709,0.842781817,0.999999999,FALSE,FALSE,FALSE
FBgn0051501,0.94447975,0.999775474,-7.628559143,-8.230628218,9,4,0.099150885,0,1,0,0.831135292,0.957365469,0.841267492,0.999999999,FALSE,FALSE,FALSE
FBgn0051506,0.855425177,0.999775474,-26.41024275,-27.38741657,9,4,0.631293753,0,0,0,0.377026021,0.949736616,0.999945798,0.999999999,FALSE,FALSE,FALSE
FBgn0051510,0.983017732,0.999775474,-134.753177,-135.1027297,9,4,208.6893075,0,0,0,0.71182873,0.949736616,0.999292676,0.999999999,FALSE,FALSE,FALSE
FBgn0051514,0.81595745,0.999775474,-115.1699532,-116.2867898,9,4,65.45120034,0,0,0,0.580351524,0.949736616,0.76611979,0.999999999,FALSE,FALSE,FALSE
FBgn0051515,0.499810048,0.999775474,-26.76632511,-28.94274836,9,4,0.739117087,0,0,0,0.193047757,0.949736616,0.785961649,0.999999999,FALSE,FALSE,FALSE
FBgn0051516,0.979133115,0.999775474,-61.50716441,-61.89031227,9,4,3.790620641,0,0,0,0.695581786,0.949736616,0.997875538,0.999999999,FALSE,FALSE,FALSE
FBgn0051522,0.433306726,0.999775474,-145.9061161,-148.3357066,9,4,377.7956288,0,0,0,0.842069092,0.961627451,0.210921235,0.999999999,FALSE,FALSE,FALSE
FBgn0051523,0.838746331,0.999775474,-186.2265204,-187.2637603,9,4,2831.772974,0,0,0,0.502036441,0.949736616,0.874070419,0.999999999,FALSE,FALSE,FALSE
FBgn0051524,0.857861225,0.999775474,-30.47194896,-31.44019403,9,4,0.483604504,0,0,0,0.389336546,0.949736616,0.997082161,0.999999999,FALSE,FALSE,FALSE
FBgn0051526,0.306070209,0.999775474,-38.50898891,-41.5097532,9,4,1.166344496,0,0,0,0.231947341,0.949736616,0.379598765,0.999999999,FALSE,FALSE,FALSE
FBgn0051528,0.764216525,0.999775474,-43.73621796,-45.02682809,9,4,1.032184255,0,0,0,0.831348546,0.957365469,0.529626316,0.999999999,FALSE,FALSE,FALSE
FBgn0051533,0.871537512,0.999775474,-20.8329522,-21.75020504,9,4,0.168694374,0,0,0,0.574193073,0.949736616,0.867325904,0.999999999,FALSE,FALSE,FALSE
FBgn0051538,0.934673555,0.999775474,-55.89757127,-56.5488245,9,4,4.338638564,0,0,0,0.567642066,0.949736616,0.982283841,0.999999999,FALSE,FALSE,FALSE
FBgn0051547,0.5778822,0.999775474,-67.60878796,-69.51107274,9,4,5.936005017,0,0,0,0.180052169,0.949736616,0.945245205,0.999999999,FALSE,FALSE,FALSE
FBgn0051548,0.614977738,0.999775474,-112.3077211,-114.0855679,9,4,114.0322442,0,0,0,0.257282298,0.949736616,0.839750002,0.999999999,FALSE,FALSE,FALSE
FBgn0051549,0.981142764,0.999775474,-135.4392661,-135.8054705,9,4,359.2419001,0,0,0,0.790948391,0.949736616,0.966764757,0.999999999,FALSE,FALSE,FALSE
FBgn0051550,0.887827009,0.999775474,-136.2470941,-137.1013447,9,4,349.1813479,0,0,0,0.467509267,0.949736616,0.979529771,0.999999999,FALSE,FALSE,FALSE
FBgn0051551,0.540658925,0.999775474,-98.44517099,-100.4757004,9,4,24.42515527,0,0,0,0.366757493,0.949736616,0.561080324,0.999999999,FALSE,FALSE,FALSE
FBgn0051559,0.833289552,0.999775474,-70.55746699,-71.61399941,9,4,6.23084962,0,0,0,0.848501967,0.962286024,0.618313903,0.999999999,FALSE,FALSE,FALSE
FBgn0051561,0.946473587,0.999775474,-3.51853561,-4.110163701,9,4,1.74E-05,0,0,0,0.76018605,0.949736616,0.888404841,0.999999999,FALSE,FALSE,FALSE
FBgn0051568,0.853773869,0.999775474,-27.26571213,-28.24891421,9,4,0.341364117,0,0,0,0.672110118,0.949736616,0.759790381,0.999999999,FALSE,FALSE,FALSE
FBgn0051575,0.954788556,0.999775474,-7.14808684,-7.694205077,9,4,1.42E-05,0,0,0,0.898656836,0.985199996,0.830606062,0.999999999,FALSE,FALSE,FALSE
FBgn0051577,0.955179207,0.999775474,-3.518536964,-4.062429239,9,4,6.75E-06,0,0,0,0.730100349,0.949736616,0.927879828,0.999999999,FALSE,FALSE,FALSE
FBgn0051578,0.951669947,0.999775474,-3.518483023,-4.082071957,9,4,0.083882649,0,0,0,0.793413617,0.949736616,0.881553842,0.999999999,FALSE,FALSE,FALSE
FBgn0051580,0.936196323,0.999775474,-18.8197327,-19.46356268,9,4,0.099157761,0,0,0,0.533362334,0.949736616,0.998592694,0.999999999,FALSE,FALSE,FALSE
FBgn0051583,0.96640232,0.999775474,-14.73669299,-15.2123106,9,4,0.314572003,0,0,0,0.786476995,0.949736616,0.925246903,0.999999999,FALSE,FALSE,FALSE
FBgn0051591,0.946473587,0.999775474,-3.51853561,-4.110163701,9,4,1.74E-05,0,0,0,0.76018605,0.949736616,0.888404841,0.999999999,FALSE,FALSE,FALSE
FBgn0051600,0.726670931,0.999775474,-107.2506009,-108.663988,9,4,30.17112323,0,0,0,0.436474544,0.949736616,0.760514992,0.999999999,FALSE,FALSE,FALSE
FBgn0051601,0.935043148,0.999775474,-167.8078396,-168.4572978,9,4,1945.24112,0,0,0,0.72406669,0.949736616,0.884158891,0.999999999,FALSE,FALSE,FALSE
FBgn0051603,0.862962536,0.999775474,-14.49906779,-15.44847072,9,4,3.76E-05,0,0,0,0.834352789,0.958537007,0.673847372,0.999999999,FALSE,FALSE,FALSE
FBgn0051604,0.548942916,0.999775474,-27.95566583,-29.95730893,9,4,0.81877324,0,0,0,0.141020912,0.949736616,0.99350851,0.999999999,FALSE,FALSE,FALSE
FBgn0051606,0.95730565,0.999775474,-19.66715231,-20.19877126,9,4,0.266019611,0,0,0,0.59163278,0.949736616,0.999584527,0.999999999,FALSE,FALSE,FALSE
FBgn0051612,0.6654943,0.999775474,-107.579743,-109.1917479,9,4,90.82286091,0,0,0,0.289236115,0.949736616,0.863049614,0.999999999,FALSE,FALSE,FALSE
FBgn0051614,0.78063939,0.999775474,-68.28361596,-69.51983739,9,4,7.192263644,0,0,0,0.401815448,0.949736616,0.885147919,0.999999999,FALSE,FALSE,FALSE
FBgn0051619,0.975066868,0.999775474,-201.6134213,-202.0285241,9,4,2406.119066,0,0,0,0.90105149,0.985565887,0.891419572,0.999999999,FALSE,FALSE,FALSE
FBgn0051624,0.654596795,0.999775474,-48.51388559,-50.16141978,9,4,1.240312787,0,0,0,0.268639957,0.949736616,0.881099977,0.999999999,FALSE,FALSE,FALSE
FBgn0051626,0.395125546,0.999775474,-76.63069381,-79.21723028,9,4,13.16464015,0,0,0,0.185080837,0.949736616,0.615120414,0.999999999,FALSE,FALSE,FALSE
FBgn0051627,0.619118834,0.999775474,-47.76485415,-49.52897447,9,4,2.192714385,0,0,0,0.214897009,0.949736616,0.929078642,0.999999999,FALSE,FALSE,FALSE
FBgn0051632,0.972868151,0.999775474,-25.8782265,-26.30953918,9,4,0.261402869,0,0,0,0.698607849,0.949736616,0.985896117,0.999999999,FALSE,FALSE,FALSE
FBgn0051633,0.221616278,0.999775474,-115.1242845,-118.6177353,9,4,88.84265619,0,0,0,1,1,0.060597257,0.999999999,FALSE,FALSE,FALSE
FBgn0051634,0.818967718,0.999775474,-61.63647827,-62.74293779,9,4,4.731669394,0,0,0,0.346544902,0.949736616,0.992613642,0.999999999,FALSE,FALSE,FALSE
FBgn0051635,0.725867303,0.999775474,-129.9579614,-131.3739612,9,4,250.8694532,0,0,0,1,1,0.394831366,0.999999999,FALSE,FALSE,FALSE
FBgn0051636,0.302742972,0.999775474,-73.82486722,-76.84280882,9,4,10.94558225,0,0,0,0.270564308,0.949736616,0.331101298,0.999999999,FALSE,FALSE,FALSE
FBgn0051637,0.494467179,0.999775474,-131.2179171,-133.4138987,9,4,331.9731549,0,0,0,1,1,0.215434825,0.999999999,FALSE,FALSE,FALSE
FBgn0051638,0.962566909,0.999775474,-132.4947268,-132.9947197,9,4,293.7416243,0,0,0,0.984452223,1,0.808838051,0.999999999,FALSE,FALSE,FALSE
FBgn0051642,0.967234178,0.999775474,-120.2155756,-120.6857366,9,4,202.0691274,0,0,0,0.629387803,0.949736616,0.999546826,0.999999999,FALSE,FALSE,FALSE
FBgn0051643,0.919591741,0.999775474,-109.81501,-110.5363343,9,4,96.15426993,0,0,0,0.640032982,0.949736616,0.907737156,0.999999999,FALSE,FALSE,FALSE
FBgn0051646,0.988229204,0.999775474,-20.56358824,-20.86110833,9,4,0.370801675,0,0,0,0.881009348,0.975701028,0.952010835,0.999999999,FALSE,FALSE,FALSE
FBgn0051647,0.944151467,0.999775474,-7.037230919,-7.641003481,9,4,5.47E-06,0,0,0,0.751153808,0.949736616,0.888316111,0.999999999,FALSE,FALSE,FALSE
FBgn0051648,0.49590044,0.999775474,-119.2917558,-121.4824789,9,4,138.9184571,0,0,0,0.116941635,0.949736616,0.993091433,0.999999999,FALSE,FALSE,FALSE
FBgn0051658,0.970359983,0.999775474,-117.7735578,-118.2226012,9,4,135.5812092,0,0,0,0.638257445,0.949736616,0.999999877,0.999999999,FALSE,FALSE,FALSE
FBgn0051659,0.889997659,0.999775474,-58.14038754,-58.9860229,9,4,4.308491276,0,0,0,0.467546631,0.949736616,0.982165837,0.999999999,FALSE,FALSE,FALSE
FBgn0051660,0.67735383,0.999775474,-121.763177,-123.3366145,9,4,172.5600712,0,0,0,0.930083284,1,0.391330358,0.999999999,FALSE,FALSE,FALSE
FBgn0051661,0.571083529,0.999775474,-31.31433147,-33.23975697,9,4,0.826447171,0,0,0,0.150036439,0.949736616,0.996432945,0.999999999,FALSE,FALSE,FALSE
FBgn0051663,0.87433841,0.999775474,-26.31497471,-27.22158514,9,4,0.663860774,0,0,0,0.433849861,0.949736616,0.986204325,0.999999999,FALSE,FALSE,FALSE
FBgn0051664,0.917956418,0.999775474,-30.10520508,-30.83380078,9,4,0.528414496,0,0,0,0.562162711,0.949736616,0.959035538,0.999999999,FALSE,FALSE,FALSE
FBgn0051665,0.893760139,0.999775474,-7.225984524,-8.05654843,9,4,0.083519659,0,1,0,0.716106792,0.949736616,0.802878994,0.999999999,FALSE,FALSE,FALSE
FBgn0051668,0.612376137,0.999775474,-44.47765511,-46.26414046,9,4,1.255815681,0,0,0,0.644320145,0.949736616,0.441273163,0.999999999,FALSE,FALSE,FALSE
FBgn0051673,0.609995558,0.999775474,-145.1832998,-146.9777003,9,4,699.3145382,0,0,0,0.172387378,0.949736616,0.994890684,0.999999999,FALSE,FALSE,FALSE
FBgn0051674,0.8653692,0.999775474,-112.5248831,-113.4653255,9,4,97.19769797,0,0,0,0.408590336,0.949736616,0.992918094,0.999999999,FALSE,FALSE,FALSE
FBgn0051675,0.480598324,0.999775474,-46.95365077,-49.20098041,9,4,1.765782414,0,0,0,0.170495625,0.949736616,0.811759539,0.999999999,FALSE,FALSE,FALSE
FBgn0051676,0.82048702,0.999775474,-85.62260928,-86.72381692,9,4,11.74477221,0,0,0,0.364055162,0.949736616,0.980516675,0.999999999,FALSE,FALSE,FALSE
FBgn0051678,0.637135453,0.999775474,-138.2885349,-139.9932455,9,4,573.7331609,0,0,0,0.45264451,0.949736616,0.609699236,0.999999999,FALSE,FALSE,FALSE
FBgn0051679,0.522655434,0.999775474,-60.69072478,-62.78480653,9,4,3.299558259,0,0,0,0.152851202,0.949736616,0.933643668,0.999999999,FALSE,FALSE,FALSE
FBgn0051680,0.891920528,0.999775474,-19.12061412,-19.95856942,9,4,0.09314113,0,0,0,0.436974725,0.949736616,0.999243808,0.999999999,FALSE,FALSE,FALSE
FBgn0051681,0.938757969,0.999775474,-3.518552711,-4.149726531,9,4,7.59E-06,0,0,0,0.691969796,0.949736616,0.913160718,0.999999999,FALSE,FALSE,FALSE
FBgn0051682,0.918583099,0.999775474,-60.63421491,-61.36003078,9,4,3.794934397,0,0,0,0.492185341,0.949736616,0.998361658,0.999999999,FALSE,FALSE,FALSE
FBgn0051683,0.975651111,0.999775474,-11.26708286,-11.67776183,9,4,3.28E-05,0,0,0,0.695287067,0.949736616,0.992489527,0.999999999,FALSE,FALSE,FALSE
FBgn0051687,0.837336153,0.999775474,-94.17723397,-95.21947513,9,4,35.18034076,0,0,0,0.446235802,0.949736616,0.925286877,0.999999999,FALSE,FALSE,FALSE
FBgn0051690,0.400439423,0.999775474,-37.64376046,-40.20784535,9,4,0.666027321,0,0,0,0.084469514,0.949736616,0.979904741,0.999999999,FALSE,FALSE,FALSE
FBgn0051693,0.803899346,0.999775474,-19.55943155,-20.71748155,9,4,0.345472709,0,0,0,0.425234561,0.949736616,0.895086972,0.999999999,FALSE,FALSE,FALSE
FBgn0051694,0.891490602,0.999775474,-183.1756175,-184.0152939,9,4,1493.132522,0,0,0,0.492136372,0.949736616,0.967124937,0.999999999,FALSE,FALSE,FALSE
FBgn0051697,0.680420214,0.999775474,-55.25885954,-56.82233781,9,4,2.173360957,0,0,0,0.264615971,0.949736616,0.925862156,0.999999999,FALSE,FALSE,FALSE
FBgn0051698,0.923536422,0.999775474,-11.64649125,-12.35003494,9,4,0.087455169,0,0,0,0.630641398,0.949736616,0.922163018,0.999999999,FALSE,FALSE,FALSE
FBgn0051700,0.811153788,0.999775474,-10.65226516,-11.78558547,9,4,3.56E-05,0,1,0,0.729332502,0.949736616,0.651392367,0.999999999,FALSE,FALSE,FALSE
FBgn0051702,0.526583406,0.999775474,-24.63572636,-26.71584742,9,4,0.358880282,0,0,0,0.363251787,0.949736616,0.544879772,0.999999999,FALSE,FALSE,FALSE
FBgn0051703,0.934745925,0.999775474,-22.51393992,-23.16484199,9,4,0.286304085,0,0,0,0.521578477,0.949736616,0.999999987,0.999999999,FALSE,FALSE,FALSE
FBgn0051704,0.935926478,0.999775474,-3.518584192,-4.163734934,9,4,0.106429749,0,0,0,0.696111982,0.949736616,0.904212346,0.999999999,FALSE,FALSE,FALSE
FBgn0051706,0.926503779,0.999775474,-39.36778618,-40.05771549,9,4,0.954004684,0,0,0,0.64347623,0.949736616,0.919304632,0.999999999,FALSE,FALSE,FALSE
FBgn0051708,0.928330721,0.999775474,-11.98502115,-12.66645932,9,4,0.181060056,0,0,0,0.550958785,0.949736616,0.982176819,0.999999999,FALSE,FALSE,FALSE
FBgn0051709,0.968147641,0.999775474,-11.37446519,-11.8385582,9,4,0.193108939,0,1,0,0.635536665,0.949736616,0.999160273,0.999999999,FALSE,FALSE,FALSE
FBgn0051710,0.816893207,0.999775474,-107.9457373,-109.0593522,9,4,92.17095369,0,0,0,0.376860189,0.949736616,0.964574326,0.999999999,FALSE,FALSE,FALSE
