Gene,p,padj,loglik_full,loglik_red,df_full,df_red,mean,converge_impulse,converge_const,converge_sigmoid,impulseTOsigmoid_p,impulseTOsigmoid_padj,sigmoidTOconst_p,sigmoidTOconst_padj,isTransient,isMonotonous,allZero
FBgn0261625,1.15E-38,1.74E-34,-179.8222524,-273.7254472,9,4,2076.730939,0,0,0,1.73E-08,0.000260609,9.48E-33,1.43E-28,FALSE,TRUE,FALSE
FBgn0259937,6.06E-26,4.57E-22,-170.2739285,-234.3170027,9,4,1934.468879,0,0,0,1,1,1.37E-27,1.03E-23,FALSE,TRUE,FALSE
FBgn0052103,3.00E-23,1.51E-19,-165.7424308,-223.4263688,9,4,1508.874772,0,0,0,1,1,8.20E-26,4.12E-22,FALSE,TRUE,FALSE
FBgn0030672,5.33E-17,2.01E-13,-178.9513099,-221.8081052,9,4,2864.42452,0,0,0,0.900249151,0.985513425,2.02E-18,7.63E-15,FALSE,TRUE,FALSE
FBgn0026196,5.36E-16,1.31E-12,-165.8427467,-206.3073308,9,4,996.0853235,0,0,0,0.000961373,0.483570652,1.84E-14,4.02E-11,FALSE,TRUE,FALSE
FBgn0037248,6.02E-16,1.31E-12,-163.6206085,-203.9657595,9,4,1476.771917,0,0,0,0.001068333,0.503785742,1.87E-14,4.02E-11,FALSE,TRUE,FALSE
FBgn0038981,6.08E-16,1.31E-12,-175.734411,-216.0686657,9,4,1828.165862,0,0,0,0.000201353,0.178730303,9.76E-14,1.64E-10,FALSE,TRUE,FALSE
FBgn0036165,2.13E-13,4.02E-10,-153.5207467,-187.7569819,9,4,599.4945987,0,0,0,4.27E-08,0.000322114,1.53E-07,6.99E-05,FALSE,TRUE,FALSE
FBgn0038964,2.93E-13,4.91E-10,-187.1802679,-221.0844967,9,4,3760.905518,0,0,0,0.293212782,0.949736616,4.21E-14,7.94E-11,FALSE,TRUE,FALSE
FBgn0023407,1.00E-12,1.51E-09,-170.1843723,-202.8014708,9,4,1453.397414,0,0,0,1.81E-05,0.030305563,2.03E-09,1.94E-06,FALSE,TRUE,FALSE
FBgn0263231,1.25E-12,1.71E-09,-191.2285434,-223.6169823,9,4,2918.07685,0,0,0,0.034141687,0.949736616,1.55E-12,2.35E-09,FALSE,TRUE,FALSE
FBgn0003062,5.18E-12,6.52E-09,-166.0212929,-196.916325,9,4,946.0198756,0,0,0,0.004332499,0.949736616,5.12E-11,6.44E-08,FALSE,TRUE,FALSE
FBgn0037439,1.06E-11,1.23E-08,-146.8499062,-176.9932348,9,4,674.6220999,0,0,0,0.031758916,0.949736616,1.52E-11,2.08E-08,FALSE,TRUE,FALSE
FBgn0001332,1.46E-11,1.58E-08,-120.9518946,-150.7558845,9,4,163.1066603,0,0,0,3.39E-06,0.010809786,1.62E-07,7.18E-05,FALSE,TRUE,FALSE
FBgn0002780,2.90E-11,2.92E-08,-199.7738756,-228.859221,9,4,3843.486679,0,0,0,0.004770428,0.949736616,2.75E-10,2.96E-07,FALSE,TRUE,FALSE
FBgn0050349,4.81E-11,4.54E-08,-158.2645489,-186.8172505,9,4,787.2991862,0,0,0,1,1,6.10E-17,1.84E-13,FALSE,TRUE,FALSE
FBgn0030720,4.03E-10,3.58E-07,-166.6498709,-192.9577612,9,4,1069.232152,0,0,0,0.00983202,0.949736616,2.05E-09,1.94E-06,FALSE,TRUE,FALSE
FBgn0032919,4.93E-10,4.13E-07,-174.9827362,-201.0788887,9,4,1028.364925,0,0,0,0.16505758,0.949736616,1.60E-10,1.85E-07,FALSE,TRUE,FALSE
FBgn0003257,1.90E-09,1.51E-06,-147.1198967,-171.7849215,9,4,642.8700327,0,0,0,0.007733414,0.949736616,1.29E-08,9.28E-06,FALSE,TRUE,FALSE
FBgn0263510,2.15E-09,1.62E-06,-169.8755368,-194.4095771,9,4,1431.516034,0,0,0,0.016565699,0.949736616,6.98E-09,5.26E-06,FALSE,TRUE,FALSE
FBgn0027575,2.31E-09,1.66E-06,-103.1721324,-127.6282567,9,4,62.0857138,0,0,0,0.032364974,0.949736616,3.91E-09,3.47E-06,FALSE,TRUE,FALSE
FBgn0015527,8.92E-09,6.12E-06,-177.697146,-200.7166949,9,4,1638.178562,0,0,0,0.024751645,0.949736616,2.07E-08,1.36E-05,FALSE,TRUE,FALSE
FBgn0027334,1.10E-08,6.90E-06,-130.0050464,-152.8024113,9,4,195.8946909,0,0,0,0.025921288,0.949736616,2.45E-08,1.52E-05,FALSE,TRUE,FALSE
FBgn0041342,1.06E-08,6.90E-06,-167.8365827,-190.6738355,9,4,1399.017796,0,0,0,0.000108517,0.116965838,4.81E-06,0.001274173,FALSE,FALSE,FALSE
FBgn0038146,1.72E-08,1.04E-05,-153.0874572,-175.4068084,9,4,484.3478755,0,0,0,0.245935267,0.949736616,4.35E-09,3.65E-06,FALSE,TRUE,FALSE
FBgn0032051,1.93E-08,1.12E-05,-141.9707436,-164.1676014,9,4,525.9570064,0,0,0,0.005536481,0.949736616,1.98E-07,8.30E-05,FALSE,TRUE,FALSE
FBgn0033376,2.26E-08,1.26E-05,-119.9696676,-141.9951747,9,4,191.2493932,0,0,0,0.238276076,0.949736616,5.98E-09,4.75E-06,FALSE,TRUE,FALSE
FBgn0021874,2.91E-08,1.57E-05,-131.1227383,-152.8768339,9,4,339.8761263,0,0,0,0.042760357,0.949736616,4.17E-08,2.25E-05,FALSE,TRUE,FALSE
FBgn0052409,4.50E-08,2.34E-05,-161.2119252,-182.5004839,9,4,693.3911418,0,0,0,0.027205122,0.949736616,1.02E-07,4.96E-05,FALSE,TRUE,FALSE
FBgn0033507,4.89E-08,2.46E-05,-145.8741759,-167.0729837,9,4,440.4505816,0,0,0,0.054565829,0.949736616,5.64E-08,2.84E-05,FALSE,TRUE,FALSE
FBgn0035524,6.03E-08,2.93E-05,-153.8304696,-174.8060644,9,4,749.3365499,0,0,0,0.114887394,0.949736616,3.40E-08,1.90E-05,FALSE,TRUE,FALSE
FBgn0053505,6.54E-08,3.08E-05,-139.6603653,-160.5486269,9,4,257.4481736,0,0,0,0.082866465,0.949736616,5.08E-08,2.65E-05,FALSE,TRUE,FALSE
FBgn0035541,1.14E-07,5.20E-05,-146.2321487,-166.5261167,9,4,708.0228201,0,0,0,0.020661048,0.949736616,3.50E-07,0.000128806,FALSE,TRUE,FALSE
FBgn0019938,1.48E-07,6.58E-05,-173.9311489,-193.9387934,9,4,1318.305473,0,0,0,0.018169918,0.949736616,5.24E-07,0.000183719,FALSE,TRUE,FALSE
FBgn0261955,1.92E-07,8.27E-05,-171.6316553,-191.3624068,9,4,1683.123684,0,0,0,0.542833952,0.949736616,2.51E-08,1.52E-05,FALSE,TRUE,FALSE
FBgn0001257,2.01E-07,8.44E-05,-225.8585801,-245.5363245,9,4,11710.74107,0,0,0,0.000868271,0.476011011,1.36E-05,0.002898999,FALSE,FALSE,FALSE
FBgn0037051,2.43E-07,9.67E-05,-173.8458788,-193.3205727,9,4,1837.255648,0,0,0,0.136019397,0.949736616,1.24E-07,5.86E-05,FALSE,TRUE,FALSE
FBgn0086365,2.43E-07,9.67E-05,-159.4356462,-178.908987,9,4,868.6791944,0,0,0,5.61E-06,0.011073102,0.002030523,0.142352062,FALSE,FALSE,FALSE
FBgn0036030,2.75E-07,0.000106483,-136.8654699,-156.2063802,9,4,402.9631891,0,0,0,1,1,1.42E-08,9.74E-06,FALSE,TRUE,FALSE
FBgn0028744,2.83E-07,0.000106696,-163.9056643,-183.2170833,9,4,958.0352722,0,0,0,0.064878382,0.949736616,2.99E-07,0.000118772,FALSE,TRUE,FALSE
FBgn0037007,3.06E-07,0.000112683,-153.2743806,-172.5001902,9,4,1027.310753,0,0,0,0.805610665,0.9519799,2.80E-08,1.63E-05,FALSE,TRUE,FALSE
FBgn0039182,3.14E-07,0.0001128,-172.352444,-191.5511017,9,4,1126.39615,0,0,0,0.062326039,0.949736616,3.47E-07,0.000128806,FALSE,TRUE,FALSE
FBgn0038720,3.52E-07,0.000120744,-113.2239434,-132.2988185,9,4,66.40669406,0,0,0,0.00703527,0.949736616,3.24E-06,0.000905483,FALSE,TRUE,FALSE
FBgn0085819,3.45E-07,0.000120744,-147.6679446,-166.7661508,9,4,24.75675216,0,0,0,2.53E-06,0.010809786,0.006073399,0.30447706,FALSE,FALSE,FALSE
FBgn0031851,3.97E-07,0.00013303,-128.9769108,-147.9227512,9,4,260.6192692,0,0,0,0.001397202,0.582808557,1.75E-05,0.003512145,FALSE,FALSE,FALSE
FBgn0042092,4.10E-07,0.00013437,-119.467274,-138.3785049,9,4,152.0001699,0,0,0,0.025925131,0.949736616,1.07E-06,0.000360177,FALSE,TRUE,FALSE
FBgn0000409,4.31E-07,0.00013845,-179.9568767,-198.8125021,9,4,1504.563579,0,0,0,0.061869568,0.949736616,4.88E-07,0.000175186,FALSE,TRUE,FALSE
FBgn0033557,4.86E-07,0.00015269,-153.0199422,-171.7468724,9,4,619.7374149,0,0,0,0.045796987,0.949736616,7.40E-07,0.000253681,FALSE,TRUE,FALSE
FBgn0030061,6.12E-07,0.00018861,-149.7611708,-168.2370197,9,4,768.6910404,0,0,0,0.023068442,0.949736616,1.83E-06,0.000553387,FALSE,TRUE,FALSE
FBgn0085771,6.98E-07,0.000210621,-96.21672546,-114.5510691,9,4,9.804167889,0,0,0,0.000342186,0.234708182,0.000121025,0.016305982,FALSE,FALSE,FALSE
FBgn0037137,8.34E-07,0.000246697,-190.3898843,-208.5312996,9,4,2809.634425,0,0,0,0.32801282,0.949736616,1.93E-07,8.30E-05,FALSE,TRUE,FALSE
FBgn0033379,1.06E-06,0.000306446,-164.3668956,-182.2518053,9,4,732.0430184,0,0,0,0.365181501,0.949736616,2.23E-07,9.10E-05,FALSE,TRUE,FALSE
FBgn0039828,1.08E-06,0.000307193,-153.2680926,-171.1296667,9,4,582.594921,0,0,0,0.002020328,0.762168867,3.47E-05,0.006165526,FALSE,FALSE,FALSE
FBgn0038746,1.12E-06,0.000312566,-157.3345232,-175.1569531,9,4,691.3756108,0,0,0,0.006219635,0.949736616,1.22E-05,0.002673673,FALSE,FALSE,FALSE
FBgn0002719,1.24E-06,0.000339406,-187.8484537,-205.5614165,9,4,3093.454712,0,0,0,0.075535765,0.949736616,1.22E-06,0.000390723,FALSE,TRUE,FALSE
FBgn0038601,1.28E-06,0.000345371,-137.7177897,-155.3922254,9,4,375.2496321,0,0,0,0.027257208,0.949736616,3.39E-06,0.000929502,FALSE,TRUE,FALSE
FBgn0039306,1.45E-06,0.000385054,-139.8997829,-157.4366812,9,4,473.3176581,0,0,0,0.09519205,0.949736616,1.15E-06,0.000378415,FALSE,TRUE,FALSE
FBgn0035983,1.85E-06,0.000481852,-134.5467307,-151.8205762,9,4,213.8911448,0,0,0,0.029518223,0.949736616,4.62E-06,0.001244822,FALSE,FALSE,FALSE
FBgn0020909,2.48E-06,0.000632498,-124.3035081,-141.260241,9,4,275.9981438,0,0,0,0.022743416,0.949736616,8.07E-06,0.001932916,FALSE,FALSE,FALSE
FBgn0036838,2.51E-06,0.000632498,-141.1154737,-158.0557874,9,4,329.3001983,0,0,0,0.0712225,0.949736616,2.72E-06,0.000789846,FALSE,TRUE,FALSE
FBgn0065098,2.56E-06,0.000633251,-66.96630547,-83.88728471,9,4,3.631941904,0,0,0,5.87E-06,0.011073102,0.020807706,0.697751738,FALSE,FALSE,FALSE
FBgn0037723,2.80E-06,0.000682434,-151.8630531,-168.6846436,9,4,541.2358039,0,0,0,0.730991931,0.949736616,3.20E-07,0.000123622,FALSE,TRUE,FALSE
FBgn0022069,3.10E-06,0.000742245,-173.9220433,-190.6344139,9,4,1183.742,0,0,0,0.157412913,0.949736616,1.58E-06,0.000495185,FALSE,TRUE,FALSE
FBgn0035630,4.72E-06,0.001113093,-187.4778389,-203.7297983,9,4,2775.180374,0,0,0,0.142679601,0.949736616,2.70E-06,0.000789846,FALSE,TRUE,FALSE
FBgn0024364,5.65E-06,0.001292578,-143.0184358,-159.0728849,9,4,413.6366148,0,0,0,0.019884661,0.949736616,2.19E-05,0.004183962,FALSE,FALSE,FALSE
FBgn0037073,5.65E-06,0.001292578,-156.9095877,-172.9650444,9,4,768.2666568,0,0,0,0.021186269,0.949736616,2.06E-05,0.003983008,FALSE,FALSE,FALSE
FBgn0265988,7.75E-06,0.001745374,-146.4207503,-162.1291327,9,4,472.3552945,0,0,0,0.120467969,0.949736616,5.39E-06,0.001401516,FALSE,FALSE,FALSE
FBgn0012036,8.63E-06,0.001915083,-158.3150532,-173.9051939,9,4,1270.9496,0,0,0,0.002854376,0.897205685,0.000219341,0.025657817,FALSE,FALSE,FALSE
FBgn0020622,1.08E-05,0.002352154,-169.7637679,-185.11172,9,4,1142.918686,0,0,0,0.002355278,0.846217701,0.000331712,0.03476067,FALSE,FALSE,FALSE
FBgn0014388,1.09E-05,0.002355363,-223.9445269,-239.2751378,9,4,8315.494683,0,0,0,0.000199697,0.178730303,0.003464628,0.207353992,FALSE,FALSE,FALSE
FBgn0085764,1.22E-05,0.002597995,-94.55621129,-109.7632169,9,4,5.178659445,0,0,0,3.58E-06,0.010809786,0.148866219,0.999999999,FALSE,FALSE,FALSE
FBgn0025683,1.40E-05,0.002941107,-194.802853,-209.8577039,9,4,4385.672922,0,0,0,0.025359767,0.949736616,4.53E-05,0.007680763,FALSE,FALSE,FALSE
FBgn0030482,1.51E-05,0.003131621,-143.035293,-158.0056892,9,4,586.6082181,0,0,0,7.47E-05,0.089346472,0.012068742,0.492208955,FALSE,FALSE,FALSE
FBgn0027598,1.79E-05,0.003651646,-183.8676055,-198.653359,9,4,2581.338563,0,0,0,1,1,1.64E-06,0.000505166,FALSE,TRUE,FALSE
FBgn0039233,1.89E-05,0.003811174,-137.4546618,-152.178334,9,4,269.7672472,0,0,0,0.00546281,0.949736616,0.000269809,0.029944881,FALSE,FALSE,FALSE
FBgn0023542,2.13E-05,0.004234473,-138.955647,-153.5482181,9,4,487.233436,0,0,0,0.103885642,0.949736616,1.82E-05,0.003570446,FALSE,FALSE,FALSE
FBgn0040237,2.27E-05,0.004439197,-155.1673115,-169.693178,9,4,1226.651711,0,0,0,0.037745766,0.949736616,5.14E-05,0.008427462,FALSE,FALSE,FALSE
FBgn0259938,2.44E-05,0.0047155,-152.9533226,-167.3980615,9,4,984.3831167,0,0,0,4.54E-06,0.011073102,0.232222824,0.999999999,FALSE,FALSE,FALSE
FBgn0034528,2.61E-05,0.004981829,-147.8283144,-162.1980889,9,4,371.3387192,0,0,0,0.421893493,0.949736616,5.85E-06,0.001480675,FALSE,FALSE,FALSE
FBgn0267511,2.81E-05,0.005306365,-96.1540509,-110.4399448,9,4,1.767809031,0,0,0,0.000789804,0.46864383,0.002542592,0.169061762,FALSE,FALSE,FALSE
FBgn0034496,2.90E-05,0.005401041,-158.3420746,-172.5945892,9,4,616.4361301,0,0,0,0.04965612,0.949736616,5.13E-05,0.008427462,FALSE,FALSE,FALSE
FBgn0063449,3.51E-05,0.006451672,-109.0538754,-123.0955352,9,4,95.28640686,0,0,0,0.012098732,0.949736616,0.000242248,0.027904758,FALSE,FALSE,FALSE
FBgn0001986,3.68E-05,0.006697444,-149.1013692,-163.0880391,9,4,637.0918782,0,0,0,1,1,3.21E-06,0.000905483,FALSE,TRUE,FALSE
FBgn0031450,3.96E-05,0.007054443,-148.2328882,-162.1387108,9,4,872.3891154,0,0,0,0.652417266,0.949736616,6.01E-06,0.001486581,FALSE,FALSE,FALSE
FBgn0039241,3.97E-05,0.007054443,-125.0482899,-138.9507872,9,4,212.012072,0,0,0,0.024113811,0.949736616,0.000143278,0.018234983,FALSE,FALSE,FALSE
FBgn0026147,4.10E-05,0.007200282,-150.2922615,-164.159005,9,4,664.7626423,0,0,0,0.314317124,0.949736616,1.26E-05,0.002720607,FALSE,FALSE,FALSE
FBgn0002924,5.02E-05,0.008705636,-160.015222,-173.6578171,9,4,1194.323932,0,0,0,0.044219245,0.949736616,0.000102887,0.014243742,FALSE,FALSE,FALSE
FBgn0037443,5.17E-05,0.008860977,-146.3569573,-159.9671186,9,4,577.965724,0,0,0,0.120999317,0.949736616,4.05E-05,0.007016539,FALSE,FALSE,FALSE
FBgn0032050,5.37E-05,0.009098562,-183.7135615,-197.2816477,9,4,1718.923071,0,0,0,0.065662914,0.949736616,7.57E-05,0.011773673,FALSE,FALSE,FALSE
FBgn0001330,5.66E-05,0.009156035,-128.8691514,-142.3773301,9,4,303.1054865,0,0,0,0.213567866,0.949736616,2.59E-05,0.004815809,FALSE,FALSE,FALSE
FBgn0004901,5.62E-05,0.009156035,-146.8628986,-160.3790471,9,4,508.2293423,0,0,0,0.809177227,0.953203354,7.11E-06,0.001730635,FALSE,FALSE,FALSE
FBgn0022288,5.57E-05,0.009156035,-188.5544426,-202.0808966,9,4,2106.179142,0,0,0,0.049817997,0.949736616,0.000102585,0.014243742,FALSE,FALSE,FALSE
FBgn0035152,5.68E-05,0.009156035,-113.4478663,-126.9526353,9,4,118.1634625,0,0,0,0.048091553,0.949736616,0.000108328,0.014726723,FALSE,FALSE,FALSE
FBgn0267508,5.70E-05,0.009156035,-88.35965257,-101.8597865,9,4,3.374606178,0,0,0,2.28E-05,0.034343245,0.13168255,0.999999999,FALSE,FALSE,FALSE
FBgn0039929,5.89E-05,0.009361054,-145.2296563,-158.6932917,9,4,647.208377,0,0,0,0.037912587,0.949736616,0.000141424,0.018234983,FALSE,FALSE,FALSE
FBgn0029813,6.45E-05,0.010146134,-99.16494413,-112.5270293,9,4,41.22687642,0,0,0,0.039969821,0.949736616,0.000148159,0.018630973,FALSE,FALSE,FALSE
FBgn0086912,6.66E-05,0.010358999,-149.150375,-162.4777093,9,4,423.5753792,0,0,0,0.043162222,0.949736616,0.000142321,0.018234983,FALSE,FALSE,FALSE
FBgn0010220,7.07E-05,0.01037913,-127.9159093,-141.1767392,9,4,334.9737494,0,0,0,0.001743849,0.674735302,0.003163149,0.197022137,FALSE,FALSE,FALSE
FBgn0020304,6.81E-05,0.01037913,-142.1762039,-155.478711,9,4,701.4366149,0,0,0,0.460745904,0.949736616,1.50E-05,0.003151205,FALSE,FALSE,FALSE
FBgn0032513,6.88E-05,0.01037913,-145.4583264,-158.7486468,9,4,458.7709284,0,0,0,0.127618673,0.949736616,5.22E-05,0.008476907,FALSE,FALSE,FALSE
FBgn0037061,7.07E-05,0.01037913,-136.8967522,-150.1577375,9,4,306.4532788,0,0,0,0.004416182,0.949736616,0.001320656,0.1043387,FALSE,FALSE,FALSE
FBgn0038145,7.08E-05,0.01037913,-182.3476552,-195.6057841,9,4,2370.509038,0,0,0,0.644056555,0.949736616,1.14E-05,0.002550929,FALSE,FALSE,FALSE
FBgn0250753,6.97E-05,0.01037913,-195.7416535,-209.0175175,9,4,3423.829719,0,0,0,0.625278672,0.949736616,1.15E-05,0.002550929,FALSE,FALSE,FALSE
FBgn0016694,7.51E-05,0.010903083,-143.1118878,-156.3041807,9,4,456.4336631,0,0,0,0.911182683,0.991115597,8.67E-06,0.002043433,FALSE,FALSE,FALSE
FBgn0029657,8.18E-05,0.011655155,-133.2076645,-146.3045235,9,4,209.4312041,0,0,0,0.370939518,0.949736616,2.26E-05,0.004258751,FALSE,FALSE,FALSE
FBgn0085799,8.19E-05,0.011655155,-231.7198079,-244.8162044,9,4,573.6556831,0,0,0,0.003284717,0.949736616,0.002037644,0.142352062,FALSE,FALSE,FALSE
FBgn0034897,8.39E-05,0.011832166,-144.0003578,-157.0693831,9,4,320.3540852,0,0,0,0.031487294,0.949736616,0.000246005,0.028122789,FALSE,FALSE,FALSE
FBgn0043799,8.81E-05,0.012314545,-103.8466537,-116.8605416,9,4,64.83216049,0,0,0,0.245237353,0.949736616,3.64E-05,0.006385714,FALSE,FALSE,FALSE
FBgn0036460,0.000105328,0.014581581,-146.3410787,-159.1553003,9,4,279.6261496,0,0,0,0.035719881,0.949736616,0.000278079,0.03062928,FALSE,FALSE,FALSE
FBgn0046114,0.000106453,0.014603417,-126.2138525,-139.0161537,9,4,271.8415411,0,0,0,0.049181719,0.949736616,0.000207378,0.025034674,FALSE,FALSE,FALSE
FBgn0028341,0.000110651,0.015042496,-170.6163534,-183.3752707,9,4,1397.805037,0,0,0,0.002288279,0.842198376,0.00392317,0.228320196,FALSE,FALSE,FALSE
FBgn0037489,0.00011533,0.015538615,-153.4479636,-166.1604004,9,4,532.3478998,0,0,0,0.11333348,0.949736616,0.000101809,0.014243742,FALSE,FALSE,FALSE
FBgn0035266,0.000116444,0.015549914,-151.6491959,-164.3508386,9,4,422.5987561,0,0,0,0.461821907,0.949736616,2.67E-05,0.004921325,FALSE,FALSE,FALSE
FBgn0039844,0.000117812,0.015594554,-97.38107308,-110.0696064,9,4,34.43992044,0,0,0,0.017243335,0.949736616,0.000625904,0.058273049,FALSE,FALSE,FALSE
FBgn0033844,0.000123032,0.01614391,-177.760133,-190.3999809,9,4,2735.703462,0,0,0,1,1,8.81E-06,0.002044316,FALSE,FALSE,FALSE
FBgn0039109,0.000125106,0.016274506,-116.7395968,-129.3606688,9,4,139.4312647,0,0,0,0.002491487,0.854466816,0.004121398,0.233459448,FALSE,FALSE,FALSE
FBgn0036686,0.000129562,0.016710202,-155.7564462,-168.3381888,9,4,674.2676219,0,0,0,0.245792394,0.949736616,5.50E-05,0.008825137,FALSE,FALSE,FALSE
FBgn0038585,0.000133974,0.017132836,-140.1922524,-152.736355,9,4,360.6246183,0,0,0,0.251604826,0.949736616,5.57E-05,0.008852516,FALSE,FALSE,FALSE
FBgn0036035,0.000135765,0.017215916,-150.2218402,-162.7510169,9,4,345.7900431,0,0,0,0.144472508,0.949736616,9.62E-05,0.013854643,FALSE,FALSE,FALSE
FBgn0033741,0.000138471,0.01741273,-195.5692086,-208.0761939,9,4,2014.903086,0,0,0,1,1,9.78E-06,0.002236549,FALSE,FALSE,FALSE
FBgn0033212,0.000148953,0.018423744,-159.0271773,-171.452075,9,4,1147.3338,0,0,0,0.997092958,1,1.66E-05,0.003394205,FALSE,FALSE,FALSE
FBgn0038968,0.000148092,0.018423744,-180.0296513,-192.4610677,9,4,1121.636078,0,0,0,0.122968716,0.949736616,0.000123195,0.016451487,FALSE,FALSE,FALSE
FBgn0036754,0.000151085,0.018535543,-138.2506997,-150.6596006,9,4,232.3847646,0,0,0,0.047636462,0.949736616,0.000310964,0.032814359,FALSE,FALSE,FALSE
FBgn0030745,0.00016513,0.020095232,-140.0226865,-152.3314885,9,4,610.8385773,0,0,0,0.02714217,0.949736616,0.000583538,0.054693052,FALSE,FALSE,FALSE
FBgn0266741,0.000167197,0.020183969,-129.6523703,-141.947158,9,4,301.1064853,0,0,0,0.194316445,0.949736616,9.06E-05,0.013541522,FALSE,FALSE,FALSE
FBgn0026619,0.000172922,0.020709454,-125.6191972,-137.8760394,9,4,287.0414426,0,0,0,1,1,1.66E-05,0.003394205,FALSE,FALSE,FALSE
FBgn0065046,0.000182092,0.021636003,-72.95632004,-85.15490005,9,4,3.248081349,0,0,0,0.000292557,0.210222916,0.043527968,0.999999999,FALSE,FALSE,FALSE
FBgn0261862,0.000193918,0.022861102,-139.9216303,-152.0492221,9,4,531.641299,0,0,0,0.775143426,0.949736616,2.82E-05,0.005131794,FALSE,FALSE,FALSE
FBgn0011704,0.000203592,0.023815499,-174.5091897,-186.5818245,9,4,2388.833576,0,0,0,0.470592556,0.949736616,4.80E-05,0.008056185,FALSE,FALSE,FALSE
FBgn0266581,0.000209365,0.02430247,-174.8512945,-186.8923481,9,4,830.7156965,0,0,0,0.036928972,0.949736616,0.000561732,0.052978328,FALSE,FALSE,FALSE
FBgn0030504,0.000220522,0.02540217,-171.5634608,-183.5458515,9,4,1859.087516,0,0,0,0.029753478,0.949736616,0.000728777,0.065851731,FALSE,FALSE,FALSE
FBgn0029148,0.00022743,0.025999422,-155.8780553,-167.8255793,9,4,557.8198121,0,0,0,0.437075854,0.949736616,5.82E-05,0.009140644,FALSE,FALSE,FALSE
FBgn0032346,0.000232833,0.026416878,-131.6727258,-143.5937041,9,4,265.4742266,0,0,0,0.265546908,0.949736616,9.61E-05,0.013854643,FALSE,FALSE,FALSE
FBgn0261286,0.000237512,0.026746644,-173.5793477,-185.4778222,9,4,804.8120534,0,0,0,0.059867951,0.949736616,0.000406554,0.041173817,FALSE,FALSE,FALSE
FBgn0032915,0.000243961,0.027269376,-160.4312798,-172.2994454,9,4,681.8984033,0,0,0,0.064505762,0.949736616,0.000389792,0.039743012,FALSE,FALSE,FALSE
FBgn0027287,0.000245845,0.027277902,-135.432607,-147.2920678,9,4,370.0079135,0,0,0,0.637586015,0.949736616,4.41E-05,0.007553885,FALSE,FALSE,FALSE
FBgn0002872,0.000249478,0.027279825,-140.707258,-152.5501175,9,4,577.2120632,0,0,0,1,1,1.82E-05,0.003570446,FALSE,FALSE,FALSE
FBgn0265042,0.000248976,0.027279825,-158.1881318,-170.033271,9,4,774.1550794,0,0,0,0.011622922,0.949736616,0.002013953,0.142282628,FALSE,FALSE,FALSE
FBgn0035707,0.000264311,0.028693898,-140.4890493,-152.266517,9,4,373.6197653,0,0,0,0.029279255,0.949736616,0.000898286,0.078353349,FALSE,FALSE,FALSE
FBgn0034734,0.00026707,0.02878638,-172.9617466,-184.7274503,9,4,793.0155358,0,0,0,0.099864401,0.949736616,0.000283536,0.031004028,FALSE,FALSE,FALSE
FBgn0030808,0.000276881,0.029632141,-140.0107713,-151.7356045,9,4,474.1133385,0,0,0,1,1,3.00E-05,0.00538886,FALSE,FALSE,FALSE
FBgn0036974,0.000281987,0.029966085,-171.5803535,-183.2844769,9,4,2413.078503,0,0,0,0.025113956,0.949736616,0.00111299,0.090783861,FALSE,FALSE,FALSE
FBgn0259876,0.000284374,0.030008397,-146.3235756,-158.0181454,9,4,912.9843891,0,0,0,0.006614154,0.949736616,0.003933946,0.228320196,FALSE,FALSE,FALSE
FBgn0036514,0.000301929,0.031639641,-139.4861706,-151.1128146,9,4,336.5938074,0,0,0,0.168252496,0.949736616,0.000196916,0.024158189,FALSE,FALSE,FALSE
FBgn0010770,0.000311631,0.032219582,-158.3834622,-169.974223,9,4,505.8654923,0,0,0,0.030865525,0.949736616,0.001019533,0.084930377,FALSE,FALSE,FALSE
FBgn0085753,0.000311734,0.032219582,-209.3345247,-220.9249114,9,4,495.9310987,0,0,0,7.70E-05,0.089346472,0.237020014,0.999999999,FALSE,FALSE,FALSE
FBgn0030067,0.000316914,0.032376225,-149.9420891,-161.5137692,9,4,439.8577652,0,0,0,0.370814654,0.949736616,9.76E-05,0.013887859,FALSE,FALSE,FALSE
FBgn0052732,0.00031754,0.032376225,-127.8487761,-139.4182174,9,4,217.0488043,0,0,0,0.127985215,0.949736616,0.000269881,0.029944881,FALSE,FALSE,FALSE
FBgn0065064,0.000352991,0.035749175,-90.73924362,-102.1884783,9,4,12.90638003,0,0,0,0.001057422,0.503785742,0.026812085,0.793322281,FALSE,FALSE,FALSE
FBgn0033465,0.000366125,0.036832169,-133.7566081,-145.1643127,9,4,341.1775586,0,0,0,0.188215763,0.949736616,0.000218028,0.025657817,FALSE,FALSE,FALSE
FBgn0261550,0.000450871,0.045057245,-162.8585109,-174.0291662,9,4,1231.713244,0,0,0,0.013319137,0.949736616,0.003336723,0.20190797,FALSE,FALSE,FALSE
FBgn0085795,0.000465018,0.046165306,-81.1119846,-92.24741039,9,4,4.844746749,0,0,0,0.00028923,0.210222916,0.112868608,0.999999999,FALSE,FALSE,FALSE
FBgn0033924,0.000475724,0.046919431,-124.9651611,-136.0746241,9,4,253.4905909,0,0,0,0.123011768,0.949736616,0.000434045,0.043090345,FALSE,FALSE,FALSE
FBgn0024222,0.00049432,0.048353751,-148.8873597,-159.9530645,9,4,410.174423,0,0,0,0.554138692,0.949736616,0.000107786,0.014726723,FALSE,FALSE,FALSE
