"A_gene_name"	"B_gene_name"	"from"	"to"	"neighborhood"	"neighborhood_transferred"	"fusion"	"cooccurence"	"homology"	"coexpression"	"coexpression_transferred"	"experiments"	"experiments_transferred"	"database"	"database_transferred"	"textmining"	"textmining_transferred"	"combined_score"	"pval_PPI_enrich"	"pubmed_ids"
"smo"	"fng"	"7227.FBpp0077788"	"7227.FBpp0077925"	0	0	0	0	0	0	0	0	0	0	0	258	0	258	0	"PMID:9654015, PMID:24043949, PMID:23942320, PMID:22593732, PMID:21978399, PMID:21949350, PMID:21098717, PMID:20971825, PMID:20495386, PMID:20332154, PMID:19737745, PMID:18978947, PMID:17699589, PMID:17183721, PMID:16373601, PMID:16049109, PMID:15987436, PMID:14602684, PMID:12954721, PMID:12835386, PMID:12490561, PMID:12403709, PMID:12163413, PMID:11978185, PMID:11880345, PMID:11841536, PMID:11527959, PMID:11390862, PMID:11290291, PMID:11171395, 
    PMID:10572059, PMID:10529412, PMID:10101132"
"N"	"Hdac3"	"7227.FBpp0070483"	"7227.FBpp0078414"	0	0	0	0	0	0	0	0	122	0	333	399	117	647	0	"PMID:24988463, PMID:24965943, PMID:24964731, PMID:24952875, PMID:24710525, PMID:24688641, PMID:24634836, PMID:24618901, PMID:24550918, PMID:24391587, PMID:24381528, PMID:24353314, PMID:24349558, PMID:24334704, PMID:24227653, PMID:24196439, PMID:24088390, PMID:24023824, PMID:23892605, PMID:23828660, PMID:23258705, PMID:23165243, PMID:23105012, PMID:23032367, PMID:23006971, PMID:22927943, PMID:22879948, PMID:22848598, PMID:22577355, PMID:22514554, 
    PMID:22509166, PMID:22508507, PMID:22356765, PMID:22195015, PMID:22125510, PMID:22073312, PMID:22046566, PMID:21798096, PMID:21766020, PMID:21742793, PMID:21518768, PMID:21372032, PMID:21203589, PMID:21124925, PMID:21072209, PMID:21059887, PMID:21049000, PMID:20664079, PMID:20660276, PMID:20452940, PMID:20123979, PMID:20106920, PMID:19939918, PMID:19890091, PMID:19417136, PMID:19367127, PMID:19304754, PMID:19282966, PMID:19221483, PMID:18946026, 
    PMID:18929655, PMID:18667423, PMID:18611917, PMID:18519790, PMID:18511808, PMID:18443042, PMID:18430928, PMID:18411251, PMID:18408079, PMID:18391169, PMID:18039851, PMID:18000403, PMID:17311813, PMID:17283045, PMID:17257418, PMID:17182846, PMID:16943429, PMID:16763555, PMID:16751179, PMID:16740711, PMID:16531564, PMID:16287852, PMID:16262446, PMID:16254190, PMID:15805470, PMID:15775980, PMID:15592452, PMID:15590745, PMID:15159402, PMID:14734556, 
    PMID:14672542, PMID:12920152, PMID:12589049, PMID:12393558, PMID:12372828, PMID:12223465, PMID:12050117, PMID:11865025, PMID:11825869, PMID:11438745, PMID:11427693, PMID:11230145, PMID:10688661"
"pain"	"Hdac3"	"7227.FBpp0072323"	"7227.FBpp0078414"	0	0	0	0	0	0	0	0	122	0	0	0	117	191	0	"NA"
"Ube3a"	"Hdac3"	"7227.FBpp0075916"	"7227.FBpp0078414"	0	0	0	0	0	0	0	0	68	0	496	62	0	520	0	"PMID:24007566, PMID:21527733, PMID:16721406, PMID:15677708, PMID:15356280"
"ebi"	"Hdac3"	"7227.FBpp0077715"	"7227.FBpp0078414"	0	0	0	0	0	0	0	662	771	0	448	819	512	995	0	"PMID:24865773, PMID:24618901, PMID:24007566, PMID:22666340, PMID:22570481, PMID:22567133, PMID:21632771, PMID:21288874, PMID:21049000, PMID:20392877, PMID:20386695, PMID:19939918, PMID:19678741, PMID:19555456, PMID:19223330, PMID:19043594, PMID:18929655, PMID:18430928, PMID:18326939, PMID:18326024, PMID:18309295, PMID:17519354, PMID:17452463, PMID:17283134, PMID:17255935, PMID:17132848, PMID:16980585, PMID:16917504, PMID:16893456, PMID:16763555, 
    PMID:16751179, PMID:16604180, PMID:16525063, PMID:16456091, PMID:16421255, PMID:16258276, PMID:15837729, PMID:15832170, PMID:15805470, PMID:15695367, PMID:15601853, PMID:15491994, PMID:14713265, PMID:14645129, PMID:12795422, PMID:12019171, PMID:11865025, PMID:11784848, PMID:11731482, PMID:11711434, PMID:11459854, PMID:11427696, PMID:11145735, PMID:11113190, PMID:11046157, PMID:10944117"
"N"	"Cry"	"7227.FBpp0070483"	"7227.FBpp0079865"	0	0	0	0	0	0	0	0	0	0	0	167	0	167	0	"PMID:9806930, PMID:8785260, PMID:3308408, PMID:24977024, PMID:24422024, PMID:24282676, PMID:23100274, PMID:2304467, PMID:22724070, PMID:21402580, PMID:21203400, PMID:20959619, PMID:20739468, PMID:19897600, PMID:18795792, PMID:18231636, PMID:18057103, PMID:17709399, PMID:17576749, PMID:17251190, PMID:17234964, PMID:17148603, PMID:17105353, PMID:16798779, PMID:1633115, PMID:16288009, PMID:16237179, PMID:16103063, PMID:16093328, PMID:15995704, 
    PMID:15973436, PMID:15928208, PMID:15743775, PMID:15592446, PMID:15289432, PMID:14617383, PMID:14592939, PMID:12702772, PMID:11902689, PMID:11274346, PMID:10634617, PMID:10585970, PMID:10517672, PMID:10516313"
"N"	"neur"	"7227.FBpp0070483"	"7227.FBpp0081481"	0	0	0	0	0	109	0	918	0	900	0	830	135	998	0	"PMID:9851969, PMID:9755176, PMID:9753679, PMID:9694793, PMID:9694625, PMID:9671581, PMID:9655817, PMID:9655806, PMID:9649507, PMID:9637676, PMID:9550718, PMID:9428413, PMID:9395263, PMID:9374401, PMID:9367989, PMID:9367444, PMID:9342058, PMID:9234693, PMID:9171377, PMID:9169848, PMID:9043085, PMID:9043068, PMID:8951079, PMID:8787754, PMID:8787734, PMID:8725234, PMID:8674417, PMID:8625813, PMID:8612965, PMID:8608920, PMID:8601489, 
    PMID:8582289, PMID:8565817, PMID:8524296, PMID:8504935, PMID:8406001, PMID:8378299, PMID:8330521, PMID:8325237, PMID:8313990, PMID:8287794, PMID:8223270, PMID:8162860, PMID:8149916, PMID:7958912, PMID:7937851, PMID:7867503, PMID:7821213, PMID:7720588, PMID:7720579, PMID:7635286, PMID:7601001, PMID:7479828, PMID:3149249, PMID:3130290, PMID:2792755, PMID:2612381, PMID:2558049, PMID:2509485, PMID:2504643, PMID:2492966, PMID:24714733, 
    PMID:24704358, PMID:24550912, PMID:24528630, PMID:24492843, PMID:24391519, PMID:24282550, PMID:24069306, PMID:23891112, PMID:23708604, PMID:23609534, PMID:23275879, PMID:23223237, PMID:23197809, PMID:23152840, PMID:23151376, PMID:23111145, PMID:23050227, PMID:23045391, PMID:22750761, PMID:22558447, PMID:22558446, PMID:22474327, PMID:22412942, PMID:22298658, PMID:2226204, PMID:22213802, PMID:22049409, PMID:21991383, PMID:21949384, PMID:2185974, 
    PMID:21750738, PMID:21695234, PMID:21671219, PMID:21636775, PMID:21349854, PMID:21276725, PMID:2123462, PMID:21194948, PMID:21084342, PMID:21041480, PMID:20978236, PMID:20847082, PMID:20660750, PMID:20630949, PMID:20610746, PMID:20547764, PMID:20530696, PMID:2044965, PMID:20410139, PMID:20174573, PMID:2016340, PMID:2015800, PMID:20147375, PMID:20053677, PMID:20016263, PMID:19952104, PMID:19948890, PMID:19923916, PMID:19906847, PMID:19884307, 
    PMID:19855135, PMID:19846665, PMID:19825158, PMID:19822670, PMID:19683535, PMID:19662164, PMID:19580805, PMID:19528324, PMID:19506041, PMID:19471605, PMID:19444309, PMID:19349465, PMID:19279324, PMID:19255248, PMID:19197356, PMID:1917546, PMID:19158398, PMID:19153610, PMID:1913825, PMID:19104040, PMID:19075226, PMID:18985153, PMID:1885000, PMID:18836310, PMID:18824586, PMID:18818392, PMID:18809725, PMID:18799787, PMID:18794519, PMID:18787072, 
    PMID:18728778, PMID:18676613, PMID:18653560, PMID:18562639, PMID:18466624, PMID:18413610, PMID:18302767, PMID:18256200, PMID:18213387, PMID:18208612, PMID:1811951, PMID:18076903, PMID:18061562, PMID:18043734, PMID:18000549, PMID:17954605, PMID:17938237, PMID:17892325, PMID:17761886, PMID:17687032, PMID:17556669, PMID:1752423, PMID:17409286, PMID:17372210, PMID:17303754, PMID:17287393, PMID:17246426, PMID:17246418, PMID:17246169, PMID:17234964, 
    PMID:17224916, PMID:17215308, PMID:17141162, PMID:17065551, PMID:17015428, PMID:1701150, PMID:16733548, PMID:16688213, PMID:16682530, PMID:16643882, PMID:16601271, PMID:16565154, PMID:16554363, PMID:16489059, PMID:16459303, PMID:16449319, PMID:16222340, PMID:1618155, PMID:16166372, PMID:16141223, PMID:16137758, PMID:16113648, PMID:16093323, PMID:16077089, PMID:16000382, PMID:15975935, PMID:15930117, PMID:15901829, PMID:15851675, PMID:15829522, 
    PMID:15829515, PMID:15798180, PMID:15790962, PMID:15775981, PMID:15760463, PMID:15760269, PMID:15728719, PMID:15728676, PMID:15684394, PMID:15647321, PMID:15581871, PMID:15539491, PMID:15539484, PMID:15469974, PMID:15469967, PMID:15452147, PMID:15385958, PMID:15169756, PMID:1516831, PMID:15148389, PMID:15056616, PMID:14993188, PMID:14973298, PMID:14973296, PMID:1483394, PMID:14701683, PMID:14627723, PMID:14623820, PMID:14525960, PMID:1427077, 
    PMID:1427039, PMID:1425352, PMID:1350558, PMID:1334023, PMID:1295737, PMID:12944429, PMID:12852858, PMID:12642500, PMID:12632175, PMID:12538526, PMID:12441297, PMID:12424225, PMID:12421709, PMID:12403816, PMID:12403709, PMID:12399305, PMID:12169584, PMID:12107285, PMID:12070099, PMID:12050111, PMID:12000788, PMID:11959832, PMID:11923213, PMID:11884509, PMID:11874920, PMID:11740940, PMID:11740931, PMID:11731489, PMID:11696324, PMID:11585928, 
    PMID:11493577, PMID:11493544, PMID:11481456, PMID:11344304, PMID:11180964, PMID:11124124, PMID:11076763, PMID:11034906, PMID:10970873, PMID:10903170, PMID:10662650, PMID:10603347, PMID:10529416, PMID:10500185, PMID:10498695, PMID:10409503, PMID:10398687, PMID:10207150, PMID:10207132"
"dx"	"neur"	"7227.FBpp0070876"	"7227.FBpp0081481"	0	0	0	0	0	123	0	0	0	0	0	533	0	572	0	"PMID:9428413, PMID:8725234, PMID:8601489, PMID:8287794, PMID:7720588, PMID:24528630, PMID:22750761, PMID:22558447, PMID:21750738, PMID:2123462, PMID:20530696, PMID:19471605, PMID:18818392, PMID:18799787, PMID:18213387, PMID:17938237, PMID:17556669, PMID:17224916, PMID:15901829, PMID:15851675, PMID:15684394, PMID:15452147, PMID:14623820, PMID:14525960, PMID:12070099, PMID:11884509"
"Ube3a"	"neur"	"7227.FBpp0075916"	"7227.FBpp0081481"	0	0	0	0	0	0	0	0	0	0	0	0	167	167	0	"PMID:8149916, PMID:12070099"
"smo"	"neur"	"7227.FBpp0077788"	"7227.FBpp0081481"	0	0	0	0	0	126	0	0	0	0	0	74	0	156	0	"PMID:23275879, PMID:22912493, PMID:21878643, PMID:20367257, PMID:12424225, PMID:12421709, PMID:12403709, PMID:12050111"
"fng"	"neur"	"7227.FBpp0077925"	"7227.FBpp0081481"	0	0	0	0	0	0	0	0	0	0	0	631	0	631	0	"PMID:9694625, PMID:9655817, PMID:9637676, PMID:9171377, PMID:9043068, PMID:8674417, PMID:7555709, PMID:24704358, PMID:23152840, PMID:22049409, PMID:21750738, PMID:21695234, PMID:21636775, PMID:21270389, PMID:20978236, PMID:20711994, PMID:20530696, PMID:20501594, PMID:20458100, PMID:19948890, PMID:19906847, PMID:19846665, PMID:19825158, PMID:19471605, PMID:19448274, PMID:19255248, PMID:18950512, PMID:18809725, PMID:18799787, PMID:18497317, 
    PMID:18466624, PMID:18213387, PMID:18208612, PMID:17938237, PMID:17761886, PMID:17615350, PMID:17556669, PMID:17409286, PMID:17257056, PMID:17215308, PMID:17006545, PMID:16643882, PMID:16489059, PMID:16141223, PMID:16093323, PMID:15760463, PMID:15760269, PMID:15539491, PMID:15469974, PMID:15452147, PMID:15113404, PMID:14973298, PMID:14709173, PMID:14627723, PMID:14525960, PMID:12538526, PMID:12403709, PMID:12399305, PMID:12070099, PMID:11884509, 
    PMID:11493544, PMID:11034906, PMID:10662650"
"Ube3a"	"cry"	"7227.FBpp0075916"	"7227.FBpp0083150"	0	0	0	0	0	0	0	0	0	0	0	153	0	152	0	"PMID:23300979, PMID:19926804, PMID:16439464"
"Hdac3"	"cry"	"7227.FBpp0078414"	"7227.FBpp0083150"	0	92	0	0	0	0	0	0	97	0	0	80	121	248	0	"PMID:23152747, PMID:20664079, PMID:20543573, PMID:20534529, PMID:19854863, PMID:18946026, PMID:16096975"
"N"	"H"	"7227.FBpp0070483"	"7227.FBpp0083322"	0	0	0	0	0	111	0	999	0	0	0	48	0	999	0	"PMID:24634836, PMID:19835696, PMID:17247989, PMID:1516831"
"dx"	"H"	"7227.FBpp0070876"	"7227.FBpp0083322"	0	0	0	0	0	491	0	727	0	0	0	0	0	855	0	"NA"
"neur"	"H"	"7227.FBpp0081481"	"7227.FBpp0083322"	0	0	0	0	0	367	0	953	0	0	0	62	0	969	0	"PMID:1516831"
"N"	"Ser"	"7227.FBpp0070483"	"7227.FBpp0084498"	0	0	0	0	673	0	0	993	209	900	333	324	206	999	0	"PMID:9815129, PMID:9570768, PMID:9472002, PMID:9310338, PMID:9310337, PMID:9071590, PMID:8702639, PMID:8405806, PMID:8287794, PMID:6816668, PMID:6619212, PMID:23240041, PMID:22093916, PMID:21412342, PMID:21264297, PMID:2125287, PMID:20132553, PMID:1840519, PMID:17267655, PMID:17247157, PMID:17247021, PMID:17246955, PMID:17246882, PMID:17246641, PMID:17246581, PMID:17246553, PMID:17246514, PMID:17246000, PMID:17245985, PMID:17245914, 
    PMID:15760269, PMID:15539484, PMID:14627644, PMID:14330702, PMID:12642500"
"ebi"	"Ser"	"7227.FBpp0077715"	"7227.FBpp0084498"	0	0	0	0	0	0	0	662	0	0	0	0	0	662	0	"PMID:19678741"
"smo"	"Ser"	"7227.FBpp0077788"	"7227.FBpp0084498"	0	0	0	0	0	0	0	0	0	0	0	0	153	152	0	"PMID:24302887, PMID:23884946, PMID:21412342"
"fng"	"Ser"	"7227.FBpp0077925"	"7227.FBpp0084498"	0	0	0	0	0	0	0	999	74	0	0	169	167	999	0	"PMID:9310338, PMID:9310337, PMID:24003312, PMID:23129989, PMID:17006545, PMID:15760269"
"Cry"	"Ser"	"7227.FBpp0079865"	"7227.FBpp0084498"	0	0	0	0	0	0	0	0	0	0	0	400	0	400	0	"PMID:9224761, PMID:9023351, PMID:8814151, PMID:24103489, PMID:22496548, PMID:22323457, PMID:21414908, PMID:21402583, PMID:20671274, PMID:20090208, PMID:19204787, PMID:18936298, PMID:17606637, PMID:16877414, PMID:16168081, PMID:15143156, PMID:14707122, PMID:14645510, PMID:11157875, PMID:10102292"
"neur"	"Ser"	"7227.FBpp0081481"	"7227.FBpp0084498"	0	0	0	0	0	0	0	767	182	900	448	165	406	993	0	"PMID:8889525, PMID:8287794, PMID:17507394, PMID:17006545, PMID:15760269, PMID:15539484, PMID:12642500"
"H"	"Ser"	"7227.FBpp0083322"	"7227.FBpp0084498"	0	0	0	0	0	0	0	762	0	0	0	0	0	762	0	"PMID:17303591"
"N"	"Tace"	"7227.FBpp0070483"	"7227.FBpp0084917"	0	0	0	0	0	0	0	0	94	800	664	720	751	995	0	"PMID:9733803, PMID:9614196, PMID:9593739, PMID:9428412, PMID:24959528, PMID:24684754, PMID:24415949, PMID:24410826, PMID:24404179, PMID:24345875, PMID:24244188, PMID:24223152, PMID:24212632, PMID:24043949, PMID:24019071, PMID:23999591, PMID:23589494, PMID:23317182, PMID:23271979, PMID:23172856, PMID:23072667, PMID:23028706, PMID:22590650, PMID:22550518, PMID:22479394, PMID:22189475, PMID:22163301, PMID:22075160, PMID:21979940, PMID:21948704, 
    PMID:21899759, PMID:21685396, PMID:21559374, PMID:21483663, PMID:21124883, PMID:20971825, PMID:20805556, PMID:20687300, PMID:20351171, PMID:19936191, PMID:19890091, PMID:19830255, PMID:19828018, PMID:19825158, PMID:19783903, PMID:19541743, PMID:19415127, PMID:19390062, PMID:19255248, PMID:19189643, PMID:19067488, PMID:19059839, PMID:18677410, PMID:18650430, PMID:18559668, PMID:18421251, PMID:18382095, PMID:18296651, PMID:18213387, PMID:18192283, 
    PMID:18056171, PMID:18050403, PMID:17938237, PMID:17823366, PMID:17761886, PMID:17675579, PMID:17652726, PMID:17607000, PMID:17581278, PMID:17569640, PMID:17409286, PMID:17376817, PMID:17329370, PMID:17245125, PMID:17148788, PMID:17107962, PMID:16930452, PMID:16410732, PMID:16197940, PMID:15958385, PMID:15944381, PMID:15906253, PMID:15905513, PMID:15790962, PMID:15650752, PMID:15611340, PMID:15576412, PMID:15574878, PMID:15531953, PMID:15485896, 
    PMID:15345668, PMID:15342725, PMID:15240571, PMID:15187023, PMID:15123653, PMID:15105831, PMID:14973298, PMID:14673177, PMID:12794186, PMID:12682059, PMID:12629177, PMID:12516548, PMID:12496248, PMID:12424225, PMID:12411305, PMID:12391150, PMID:12223532, PMID:12200365, PMID:12138176, PMID:12119356, PMID:11884509, PMID:11799064, PMID:11782411, PMID:11700858, PMID:11604490, PMID:11600492, PMID:11459941, PMID:11274343, PMID:11090127, PMID:11069775, 
    PMID:10806097, PMID:10799546, PMID:10749942, PMID:10744726, PMID:10652272, PMID:10587367, PMID:10523497, PMID:10521439, PMID:10510344, PMID:10373500, PMID:10097139"
"dx"	"Tace"	"7227.FBpp0070876"	"7227.FBpp0084917"	0	0	0	0	0	0	0	0	0	0	383	396	0	611	0	"PMID:24244188, PMID:22163301, PMID:21124883, PMID:19936191, PMID:19340001, PMID:19189643, PMID:18628966, PMID:18213387, PMID:18192283, PMID:17938237, PMID:15531953, PMID:15187023, PMID:11884509, PMID:11425854"
"aph-1"	"Tace"	"7227.FBpp0077400"	"7227.FBpp0084917"	0	0	0	0	0	0	0	0	0	0	0	493	110	529	0	"PMID:24959528, PMID:24244188, PMID:21979940, PMID:21685396, PMID:19415127, PMID:19067488, PMID:18497317, PMID:18050403, PMID:17245125, PMID:17148788, PMID:15123653, PMID:15105831, PMID:14673177"
"fng"	"Tace"	"7227.FBpp0077925"	"7227.FBpp0084917"	0	0	0	0	0	0	0	0	0	0	0	493	0	493	0	"PMID:24226769, PMID:24043949, PMID:23072667, PMID:23028706, PMID:21899759, PMID:21483663, PMID:20971825, PMID:20711994, PMID:20161710, PMID:19936191, PMID:19825158, PMID:19701457, PMID:19255248, PMID:18497317, PMID:18213387, PMID:17938237, PMID:17761886, PMID:17409286, PMID:17376817, PMID:17148788, PMID:16410732, PMID:15906253, PMID:15576412, PMID:15574878, PMID:15531953, PMID:14973298, PMID:12496248, PMID:12411305, PMID:11884509, PMID:11700858"
"neur"	"Tace"	"7227.FBpp0081481"	"7227.FBpp0084917"	0	0	0	0	0	0	0	0	0	0	0	280	103	326	0	"PMID:20711994, PMID:19825158, PMID:19255248, PMID:18497317, PMID:18213387, PMID:17938237, PMID:17761886, PMID:17409286, PMID:15790962, PMID:14973298, PMID:12424225, PMID:11884509, PMID:11485984"
"Ser"	"Tace"	"7227.FBpp0084498"	"7227.FBpp0084917"	0	0	0	0	0	0	0	0	94	0	0	0	208	251	0	"NA"
"N"	"lin19"	"7227.FBpp0070483"	"7227.FBpp0087921"	0	0	0	0	0	0	0	0	182	900	0	318	0	939	0	"PMID:9841670, PMID:9201720, PMID:24977024, PMID:24965943, PMID:24931005, PMID:24899581, PMID:24884509, PMID:24868554, PMID:24657926, PMID:24563851, PMID:24205097, PMID:24068890, PMID:23926048, PMID:23778311, PMID:23240041, PMID:23217079, PMID:23109421, PMID:23100274, PMID:22956996, PMID:22827778, PMID:22512762, PMID:22375140, PMID:22328159, PMID:22186781, PMID:22167059, PMID:22144179, PMID:22006925, PMID:22001871, PMID:21969365, PMID:21931660, 
    PMID:21727196, PMID:21710433, PMID:21430154, PMID:21393571, PMID:21220517, PMID:21124883, PMID:20852390, PMID:20826802, PMID:20603601, PMID:20484041, PMID:20333241, PMID:20203130, PMID:20140218, PMID:20047651, PMID:19952104, PMID:19890091, PMID:19884253, PMID:19528325, PMID:19509229, PMID:19506739, PMID:19458112, PMID:19190339, PMID:19174556, PMID:18699730, PMID:18310276, PMID:18195039, PMID:18070361, PMID:18050424, PMID:17909001, PMID:17636018, 
    PMID:17565378, PMID:17312394, PMID:17298674, PMID:17286867, PMID:17189384, PMID:17050664, PMID:16943429, PMID:16940752, PMID:16831869, PMID:16531564, PMID:16380502, PMID:16131838, PMID:16061623, PMID:15980150, PMID:15908780, PMID:15790962, PMID:15520277, PMID:15364936, PMID:14592976, PMID:12516548, PMID:12239083, PMID:11917093, PMID:11752380, PMID:11511533, PMID:11493577, PMID:10952902, PMID:10215623"
"dx"	"lin19"	"7227.FBpp0070876"	"7227.FBpp0087921"	0	0	0	0	0	150	0	0	0	0	0	74	0	179	0	"PMID:24657926, PMID:21912646, PMID:21124883, PMID:17312394, PMID:14592976"
"pain"	"lin19"	"7227.FBpp0072323"	"7227.FBpp0087921"	0	0	0	0	0	0	0	0	182	0	0	0	0	181	0	"PMID:22001871, PMID:16547170"
"Ube3a"	"lin19"	"7227.FBpp0075916"	"7227.FBpp0087921"	0	0	0	0	0	0	159	0	100	0	0	0	148	298	0	"PMID:23217079, PMID:22414063, PMID:21859948"
"ebi"	"lin19"	"7227.FBpp0077715"	"7227.FBpp0087921"	0	0	0	0	0	236	0	0	0	0	0	154	66	343	0	"PMID:24594309, PMID:24240237, PMID:20930545, PMID:19056888, PMID:16893456, PMID:15520277, PMID:10215623"
"smo"	"lin19"	"7227.FBpp0077788"	"7227.FBpp0087921"	0	0	0	0	0	165	0	0	0	0	0	221	0	321	0	"PMID:24977024, PMID:24931005, PMID:24068890, PMID:23074268, PMID:22827778, PMID:21931660, PMID:21710433, PMID:21179535, PMID:20015360, PMID:19684112, PMID:18699730, PMID:18379584, PMID:17431408, PMID:17312394, PMID:17102630, PMID:16651542, PMID:16651270, PMID:16481469, PMID:16258275, PMID:12874118, PMID:12756186, PMID:12231629, PMID:12231619, PMID:11181995"
"cry"	"lin19"	"7227.FBpp0083150"	"7227.FBpp0087921"	0	0	0	0	0	0	0	0	326	0	0	158	0	408	0	"PMID:23479607, PMID:22879814, PMID:21209706, PMID:19218364, PMID:18678754, PMID:17101961, PMID:16651653"
"N"	"Hey"	"7227.FBpp0070483"	"7227.FBpp0087945"	0	0	0	0	0	0	0	0	94	0	471	927	678	987	0	"PMID:9286677, PMID:9171377, PMID:8844158, PMID:8843199, PMID:8824589, PMID:8756350, PMID:8598300, PMID:8504935, PMID:8436278, PMID:8349118, PMID:7958861, PMID:7867931, PMID:7705634, PMID:4733089, PMID:2499512, PMID:24965943, PMID:24959528, PMID:2482224, PMID:24684754, PMID:24403239, PMID:24303070, PMID:24040083, PMID:24015329, PMID:23935517, PMID:23284731, PMID:23255099, PMID:23226104, PMID:23185131, PMID:23078795, PMID:23032367, PMID:22900095, 
    PMID:22661915, PMID:22649079, PMID:22617385, PMID:22615585, PMID:22558446, PMID:22550518, PMID:22550422, PMID:22509166, PMID:22493555, PMID:22479394, PMID:22448289, PMID:22442703, PMID:22393458, PMID:22319573, PMID:22315496, PMID:22298652, PMID:22093916, PMID:22016770, PMID:21996655, PMID:21978399, PMID:21937884, PMID:21880181, PMID:21844675, PMID:21799798, PMID:21690374, PMID:21677292, PMID:21670161, PMID:21635778, PMID:21586122, PMID:21541299, 
    PMID:21437251, PMID:21352545, PMID:21346804, PMID:21169257, PMID:2110921, PMID:20971825, PMID:20959466, PMID:20957186, PMID:20885963, PMID:20881124, PMID:20877431, PMID:20852390, PMID:20852131, PMID:20808769, PMID:20699379, PMID:20686363, PMID:20668662, PMID:20664079, PMID:20634311, PMID:20621955, PMID:20592489, PMID:20530696, PMID:20505318, PMID:2044964, PMID:20371805, PMID:20339091, PMID:20208568, PMID:20134146, PMID:20085633, PMID:20061803, 
    PMID:20040486, PMID:20038815, PMID:20029175, PMID:20016278, PMID:19936191, PMID:19890091, PMID:19825158, PMID:19808903, PMID:19797707, PMID:1979295, PMID:1974224, PMID:19710364, PMID:19605688, PMID:19486506, PMID:19468690, PMID:19458225, PMID:19369342, PMID:19293596, PMID:19293145, PMID:19247939, PMID:19164936, PMID:19144841, PMID:19122673, PMID:19098434, PMID:19059839, PMID:1885000, PMID:18802018, PMID:18797187, PMID:18775957, PMID:18724071, 
    PMID:18697993, PMID:18690061, PMID:18688026, PMID:18524904, PMID:18489756, PMID:18483362, PMID:18445833, PMID:18430783, PMID:18391175, PMID:18369162, PMID:18369158, PMID:18359760, PMID:18310276, PMID:18302767, PMID:18059366, PMID:18039873, PMID:17898168, PMID:17717603, PMID:17586813, PMID:17409286, PMID:17376817, PMID:17308118, PMID:17247703, PMID:17247056, PMID:17215301, PMID:17050664, PMID:17028039, PMID:17006542, PMID:16968952, PMID:1684335, 
    PMID:16799463, PMID:16763555, PMID:1673107, PMID:16670760, PMID:16554359, PMID:16489059, PMID:16397133, PMID:16291593, PMID:1628830, PMID:16270101, PMID:16219802, PMID:16103211, PMID:15930109, PMID:15870272, PMID:1582559, PMID:15821257, PMID:15788705, PMID:15659488, PMID:15590746, PMID:15531953, PMID:15277242, PMID:15251982, PMID:15169758, PMID:1516831, PMID:15150092, PMID:15056616, PMID:14769827, PMID:14665671, PMID:1427077, PMID:1358752, 
    PMID:12920152, PMID:12918096, PMID:12620984, PMID:12482957, PMID:12456485, PMID:12393558, PMID:11311160, PMID:11290504, PMID:10456065, PMID:10456064"
"dx"	"Hey"	"7227.FBpp0070876"	"7227.FBpp0087945"	0	0	0	0	0	0	0	0	0	0	0	312	0	311	0	"PMID:22223095, PMID:20530696, PMID:20208568, PMID:19936191, PMID:19339697, PMID:18688026, PMID:18483362, PMID:18445833, PMID:18430783, PMID:18359760, PMID:18059366, PMID:16291593, PMID:16103211, PMID:15531953, PMID:15277242"
"fng"	"Hey"	"7227.FBpp0077925"	"7227.FBpp0087945"	0	0	0	0	0	0	0	0	0	0	0	221	121	285	0	"PMID:9171377, PMID:22866202, PMID:22509166, PMID:21978399, PMID:21437251, PMID:20971825, PMID:20530696, PMID:20458100, PMID:19936191, PMID:19825158, PMID:19486506, PMID:19247939, PMID:18690061, PMID:18688026, PMID:18679713, PMID:18369162, PMID:17615350, PMID:17409286, PMID:17376817, PMID:17257056, PMID:16489059, PMID:16291593, PMID:15659488, PMID:15531953, PMID:14206423, PMID:12456485"
"Hdac3"	"Hey"	"7227.FBpp0078414"	"7227.FBpp0087945"	0	0	0	0	0	0	0	0	106	0	0	220	0	272	0	"PMID:24965943, PMID:23152747, PMID:23032367, PMID:23028940, PMID:22948226, PMID:22629283, PMID:22509166, PMID:22223095, PMID:21527733, PMID:21368055, PMID:21187966, PMID:20959618, PMID:20664079, PMID:20634312, PMID:20433734, PMID:20167942, PMID:20156111, PMID:19890091, PMID:19854863, PMID:19164930, PMID:17511024, PMID:17478756, PMID:17121866, PMID:16980591, PMID:16980317, PMID:16763555, PMID:15837729, PMID:15698469, PMID:15184976, PMID:12920152, 
    PMID:12393558, PMID:11909814"
"cry"	"Hey"	"7227.FBpp0083150"	"7227.FBpp0087945"	0	0	0	0	0	0	0	0	128	0	0	107	104	241	0	"PMID:23152747, PMID:20664079, PMID:20160481, PMID:19854863, PMID:19078963, PMID:16721409, PMID:11549722"
"Ser"	"Hey"	"7227.FBpp0084498"	"7227.FBpp0087945"	0	0	0	0	0	0	0	0	0	0	0	130	683	712	0	"PMID:5901502, PMID:5865940, PMID:2581979, PMID:23136438, PMID:22093916, PMID:19556785, PMID:17246603, PMID:17245940, PMID:14245436, PMID:13914195, PMID:10976234"
