"A_gene_name"	"B_gene_name"	"from"	"to"	"neighborhood"	"neighborhood_transferred"	"fusion"	"cooccurence"	"homology"	"coexpression"	"coexpression_transferred"	"experiments"	"experiments_transferred"	"database"	"database_transferred"	"textmining"	"textmining_transferred"	"combined_score"	"pval_PPI_enrich"	"pubmed_ids"
"Tace"	"Hey"	"7227.FBpp0084917"	"7227.FBpp0087945"	0	0	0	0	0	0	0	0	0	0	0	165	907	919	0	"PMID:24959528, PMID:24684754, PMID:22550518, PMID:22479394, PMID:22031879, PMID:20971825, PMID:19936191, PMID:19890091, PMID:19825158, PMID:19059839, PMID:17409286, PMID:17376817, PMID:15531953"
"N"	"SIP2"	"7227.FBpp0070483"	"7227.FBpp0088611"	0	0	0	0	0	0	0	190	0	0	0	0	0	190	0	"NA"
"N"	"gro"	"7227.FBpp0070483"	"7227.FBpp0089115"	0	0	0	0	0	0	0	947	0	0	0	800	66	989	0	"PMID:9887105, PMID:9835652, PMID:9819403, PMID:9655811, PMID:9654017, PMID:9649507, PMID:9649497, PMID:9637676, PMID:9570769, PMID:9428421, PMID:9389649, PMID:9383058, PMID:9374401, PMID:9367988, PMID:9291577, PMID:9271118, PMID:9234693, PMID:9177203, PMID:9165118, PMID:8943325, PMID:8918894, PMID:8913755, PMID:8898233, PMID:8892234, PMID:8808280, PMID:8787746, PMID:8756291, PMID:8725234, PMID:8713081, PMID:8649374, PMID:8645603, 
    PMID:8612965, PMID:8565848, PMID:8483919, PMID:8287794, PMID:8162848, PMID:8138156, PMID:7958912, PMID:7958878, PMID:7926761, PMID:7821213, PMID:7604005, PMID:7590239, PMID:7588079, PMID:3145200, PMID:2504643, PMID:24970141, PMID:24902027, PMID:24894488, PMID:24832654, PMID:24678314, PMID:24282610, PMID:24212796, PMID:24133501, PMID:24009524, PMID:23778311, PMID:23773660, PMID:23326237, PMID:23300465, PMID:23209942, PMID:23173097, PMID:23152840, 
    PMID:23050227, PMID:22967828, PMID:22964837, PMID:22875928, PMID:22761566, PMID:22720165, PMID:22545114, PMID:22485144, PMID:22438831, PMID:22378868, PMID:22331351, PMID:22319573, PMID:22305159, PMID:22302822, PMID:22267917, PMID:22194527, PMID:22180714, PMID:22167192, PMID:22125648, PMID:22046261, PMID:21814488, PMID:21793099, PMID:21756252, PMID:21712439, PMID:21710433, PMID:21698137, PMID:21671783, PMID:21586122, PMID:21494610, PMID:21385730, 
    PMID:21372032, PMID:21325629, PMID:21311210, PMID:21262834, PMID:21212394, PMID:21151987, PMID:21098717, PMID:21041480, PMID:20947863, PMID:20634311, PMID:20551433, PMID:20495361, PMID:20405012, PMID:20300647, PMID:20208568, PMID:20182623, PMID:20181723, PMID:20150991, PMID:20147375, PMID:20123979, PMID:20066095, PMID:20008573, PMID:19939918, PMID:19787036, PMID:19757990, PMID:19688092, PMID:19668359, PMID:19662164, PMID:19598111, PMID:19587546, 
    PMID:19580443, PMID:19486509, PMID:19471605, PMID:19468305, PMID:19458225, PMID:19378258, PMID:19329555, PMID:19309506, PMID:19282966, PMID:19225444, PMID:19221483, PMID:19203238, PMID:19176515, PMID:19139277, PMID:19129218, PMID:19104065, PMID:19104040, PMID:19088090, PMID:19033687, PMID:19014486, PMID:19013449, PMID:18945670, PMID:18929655, PMID:18820429, PMID:18778483, PMID:18775957, PMID:18765565, PMID:18757943, PMID:18690062, PMID:18636085, 
    PMID:18611861, PMID:18489752, PMID:18430783, PMID:18419806, PMID:18418383, PMID:18417619, PMID:18375860, PMID:18369162, PMID:18332117, PMID:18216172, PMID:18202376, PMID:18192283, PMID:18160400, PMID:18073442, PMID:18058706, PMID:18050407, PMID:18050401, PMID:18039873, PMID:18039851, PMID:18031354, PMID:18000549, PMID:17898168, PMID:17875709, PMID:17761886, PMID:17699589, PMID:17615393, PMID:17586813, PMID:17584735, PMID:17576749, PMID:17571073, 
    PMID:17545467, PMID:17535912, PMID:1752423, PMID:17500585, PMID:17490485, PMID:17410209, PMID:17408511, PMID:17393581, PMID:17362357, PMID:17329370, PMID:17311782, PMID:17282991, PMID:17255944, PMID:17254302, PMID:17246426, PMID:17234755, PMID:17183697, PMID:17183462, PMID:17065448, PMID:17006542, PMID:16914738, PMID:16908627, PMID:16818449, PMID:16815842, PMID:16762837, PMID:16751179, PMID:16751178, PMID:16691198, PMID:16611995, PMID:16571670, 
    PMID:16537918, PMID:16522667, PMID:16522205, PMID:16508633, PMID:16410550, PMID:1638995, PMID:16362045, PMID:16314515, PMID:16314497, PMID:1631102, PMID:16308331, PMID:16307735, PMID:16288009, PMID:16287856, PMID:16287852, PMID:16282371, PMID:16239588, PMID:16123311, PMID:16103211, PMID:16093323, PMID:15975935, PMID:15802274, PMID:15798180, PMID:15750188, PMID:15647755, PMID:15604211, PMID:15590745, PMID:15499562, PMID:1528887, PMID:15269171, 
    PMID:15240698, PMID:15169758, PMID:15128668, PMID:15060169, PMID:15012626, PMID:14701877, PMID:14672542, PMID:14665671, PMID:14623820, PMID:14623819, PMID:14602722, PMID:14573515, PMID:14561704, PMID:14525960, PMID:14504086, PMID:1427039, PMID:1303260, PMID:12972610, PMID:12917324, PMID:12810595, PMID:12795424, PMID:12783785, PMID:12756224, PMID:12756185, PMID:12730381, PMID:12719556, PMID:12670867, PMID:12642500, PMID:12620984, PMID:12606389, 
    PMID:12466194, PMID:12441291, PMID:12422020, PMID:12421709, PMID:12411302, PMID:12372828, PMID:12361969, PMID:12223465, PMID:12154126, PMID:12107285, PMID:12091309, PMID:12065598, PMID:12015286, PMID:11959828, PMID:11940660, PMID:11880339, PMID:11865025, PMID:11861482, PMID:11830558, PMID:11782403, PMID:11731456, PMID:11731454, PMID:11714680, PMID:11598015, PMID:11551980, PMID:11526076, PMID:11486045, PMID:11486044, PMID:11486032, PMID:11418662, 
    PMID:11334435, PMID:11311160, PMID:11290504, PMID:11238932, PMID:11208814, PMID:11128568, PMID:11080159, PMID:11040209, PMID:11035023, PMID:11023875, PMID:11023859, PMID:10903170, PMID:10858455, PMID:10851137, PMID:10704388, PMID:10692439, PMID:10673509, PMID:10652267, PMID:10603347, PMID:10520600, PMID:10457022, PMID:10457019, PMID:10440851, PMID:10373509, PMID:10226002, PMID:10225995, PMID:10205174, PMID:10022895"
"dx"	"gro"	"7227.FBpp0070876"	"7227.FBpp0089115"	0	0	0	0	0	123	0	0	0	0	0	281	0	342	0	"PMID:8725234, PMID:8287794, PMID:24282610, PMID:22720165, PMID:22223095, PMID:22125648, PMID:20495361, PMID:20208568, PMID:19471605, PMID:19139277, PMID:18430783, PMID:18202376, PMID:18192283, PMID:17535912, PMID:17183697, PMID:16908627, PMID:16103211, PMID:15187027, PMID:14623820, PMID:14525960, PMID:11940670, PMID:10520600"
"Ube3a"	"gro"	"7227.FBpp0075916"	"7227.FBpp0089115"	0	0	0	0	0	0	0	0	0	0	0	110	142	203	0	"PMID:9165118, PMID:21311210, PMID:18690062, PMID:17612406, PMID:15780142, PMID:14983005, PMID:11861469, PMID:11245684, PMID:10557206"
"ebi"	"gro"	"7227.FBpp0077715"	"7227.FBpp0089115"	0	0	0	0	0	0	0	0	0	0	444	490	0	704	0	"PMID:24594309, PMID:20667983, PMID:20066091, PMID:19939918, PMID:19056888, PMID:19043594, PMID:18929655, PMID:18309295, PMID:18193033, PMID:17500585, PMID:16751179, PMID:15837729, PMID:15728386, PMID:15601853, PMID:14645129, PMID:12795422, PMID:11865025, PMID:11784848, PMID:11731482, PMID:11711434, PMID:11459854, PMID:11113190"
"smo"	"gro"	"7227.FBpp0077788"	"7227.FBpp0089115"	0	0	0	0	0	103	0	0	0	0	0	228	0	277	0	"PMID:9835652, PMID:9654017, PMID:9654015, PMID:24690407, PMID:23209942, PMID:22649582, PMID:21710433, PMID:21317452, PMID:21212394, PMID:21098717, PMID:20686653, PMID:20581434, PMID:20190581, PMID:20190580, PMID:20190579, PMID:20190578, PMID:20190576, PMID:20190575, PMID:20190574, PMID:20190573, PMID:20190572, PMID:19837867, PMID:19787036, PMID:19123929, PMID:18689831, PMID:18489752, PMID:18392879, PMID:18248236, PMID:17699589, PMID:17615393, 
    PMID:17571073, PMID:16522205, PMID:16258275, PMID:15917668, PMID:15741323, PMID:15169759, PMID:15128656, PMID:14645517, PMID:12466197, PMID:12421709, PMID:11880339, PMID:11684670, PMID:11181995, PMID:10457019, PMID:10226002"
"fng"	"gro"	"7227.FBpp0077925"	"7227.FBpp0089115"	0	0	0	0	0	0	0	0	0	0	0	318	0	317	0	"PMID:9654015, PMID:9637676, PMID:8565848, PMID:23152840, PMID:22720165, PMID:22144858, PMID:22118449, PMID:21262834, PMID:21098717, PMID:20711994, PMID:20458100, PMID:19598111, PMID:19471605, PMID:19468305, PMID:19448274, PMID:19270177, PMID:19203238, PMID:19139277, PMID:19104065, PMID:18606759, PMID:18578863, PMID:18369162, PMID:18202376, PMID:18073442, PMID:17761886, PMID:17699589, PMID:17406090, PMID:17006545, PMID:16093323, PMID:14525960, 
    PMID:12705659, PMID:11782403, PMID:11731454, PMID:11714680, PMID:10761856, PMID:10704388, PMID:10364164, PMID:10357943, PMID:10194420"
"Hdac3"	"gro"	"7227.FBpp0078414"	"7227.FBpp0089115"	0	0	0	0	0	0	0	0	768	0	471	495	0	932	0	"PMID:24564815, PMID:23547032, PMID:23060889, PMID:22301974, PMID:22223095, PMID:21937451, PMID:21857164, PMID:21737682, PMID:21372032, PMID:21197465, PMID:21124006, PMID:20935498, PMID:20368357, PMID:20357224, PMID:20190581, PMID:20190580, PMID:20190579, PMID:20190578, PMID:20190576, PMID:20190575, PMID:20190574, PMID:20190573, PMID:20190572, PMID:20123979, PMID:19939918, PMID:19923791, PMID:19448429, PMID:19412887, PMID:19282966, PMID:19221483, 
    PMID:19218438, PMID:19074474, PMID:19043594, PMID:18929655, PMID:18454196, PMID:18390806, PMID:18309295, PMID:18039851, PMID:17998807, PMID:17568773, PMID:16751179, PMID:16287852, PMID:15837729, PMID:15809276, PMID:15798178, PMID:15601853, PMID:15590745, PMID:15466484, PMID:15292260, PMID:15128671, PMID:14672542, PMID:14645520, PMID:14645129, PMID:12795422, PMID:12372828, PMID:12223465, PMID:12052894, PMID:11909814, PMID:11865025, PMID:11784848, 
    PMID:11731482, PMID:11711434, PMID:11504871, PMID:11459854, PMID:11416139, PMID:11113190, PMID:10921888, PMID:10809664, PMID:10485845"
"Cry"	"gro"	"7227.FBpp0079865"	"7227.FBpp0089115"	0	0	0	0	0	0	0	0	0	0	0	160	0	159	0	"PMID:25029272, PMID:24797903, PMID:2426277, PMID:22645520, PMID:19378250, PMID:19074474, PMID:18765787, PMID:17891708, PMID:17576749, PMID:17066077, PMID:16980626, PMID:16407227, PMID:16288009, PMID:12835394, PMID:12777501, PMID:12072567, PMID:12050133, PMID:10567582, PMID:10567553"
"neur"	"gro"	"7227.FBpp0081481"	"7227.FBpp0089115"	0	0	0	0	0	269	0	0	0	0	0	427	0	563	0	"PMID:9649507, PMID:9637676, PMID:9374401, PMID:9234693, PMID:9102309, PMID:8725234, PMID:8612965, PMID:8287794, PMID:7958912, PMID:7821220, PMID:7821213, PMID:2504643, PMID:23152840, PMID:23050227, PMID:21041480, PMID:20711994, PMID:20458100, PMID:20147375, PMID:19662164, PMID:19471605, PMID:19448274, PMID:19104040, PMID:18000549, PMID:17761886, PMID:17535112, PMID:1752423, PMID:17246426, PMID:17008450, PMID:17006545, PMID:16093323, 
    PMID:15975935, PMID:15833912, PMID:15798180, PMID:14756340, PMID:14623820, PMID:14525960, PMID:1427039, PMID:12642500, PMID:12421709, PMID:12107285, PMID:11291842, PMID:10903170, PMID:10603347"
"H"	"gro"	"7227.FBpp0083322"	"7227.FBpp0089115"	0	0	0	0	0	253	0	869	0	800	0	0	0	978	0	"NA"
"Hey"	"gro"	"7227.FBpp0087945"	"7227.FBpp0089115"	0	0	0	0	0	0	0	0	93	0	0	400	93	463	0	"PMID:9654008, PMID:9524128, PMID:9247331, PMID:8524259, PMID:22808219, PMID:22586269, PMID:22319573, PMID:22223095, PMID:21948089, PMID:21825127, PMID:21677781, PMID:21586122, PMID:20634311, PMID:20458100, PMID:20208568, PMID:19661464, PMID:19458225, PMID:18775957, PMID:18430783, PMID:18388864, PMID:18369162, PMID:18285466, PMID:18039873, PMID:17898168, PMID:17636127, PMID:17586813, PMID:17585052, PMID:17535112, PMID:17006542, PMID:16293187, 
    PMID:16103211, PMID:15837729, PMID:15252443, PMID:15169759, PMID:15169758, PMID:14871887, PMID:14722248, PMID:14665671, PMID:12657651, PMID:12624110, PMID:12620984, PMID:11909814, PMID:11311160, PMID:11290504, PMID:11278948, PMID:11160397, PMID:11069914, PMID:10887160, PMID:10415358, PMID:10207145"
"N"	"h"	"7227.FBpp0070483"	"7227.FBpp0099504"	0	0	0	0	0	0	0	0	90	0	380	221	483	742	0	"PMID:9841670, PMID:9472002, PMID:9391086, PMID:9221750, PMID:9201720, PMID:8987797, PMID:8898233, PMID:8647436, PMID:7867494, PMID:7768195, PMID:4845248, PMID:2511069, PMID:2470631, PMID:24693214, PMID:24563851, PMID:24307937, PMID:24228054, PMID:23819944, PMID:23671312, PMID:22827778, PMID:22529998, PMID:22357403, PMID:21991383, PMID:21490205, PMID:21368103, PMID:21325629, PMID:20959619, PMID:20868295, PMID:20730380, PMID:20472918, 
    PMID:2016040, PMID:19940944, PMID:19855829, PMID:19640841, PMID:1963868, PMID:19434306, PMID:19243237, PMID:19049977, PMID:18840288, PMID:18699730, PMID:18697993, PMID:17634372, PMID:17426285, PMID:17409073, PMID:16973733, PMID:16556608, PMID:15940829, PMID:15831937, PMID:15743775, PMID:15659488, PMID:15644312, PMID:15618481, PMID:15297877, PMID:15239844, PMID:12897056, PMID:12516548, PMID:11917093, PMID:11902689, PMID:11731489, PMID:11585768, 
    PMID:11522824, PMID:10585970, PMID:10517672, PMID:10500185"
"Hdac3"	"h"	"7227.FBpp0078414"	"7227.FBpp0099504"	0	0	0	0	0	0	0	0	106	0	448	44	0	487	0	"PMID:24840099, PMID:24691906, PMID:24636457, PMID:24623816, PMID:24521543, PMID:20367257, PMID:19047373, PMID:15187189"
"Cry"	"h"	"7227.FBpp0079865"	"7227.FBpp0099504"	0	0	0	0	0	0	0	0	0	0	0	167	0	167	0	"PMID:9183566, PMID:8146147, PMID:7542775, PMID:24563850, PMID:24256636, PMID:22479412, PMID:22312473, PMID:21687664, PMID:21684903, PMID:20959619, PMID:19841746, PMID:19011750, PMID:1841726, PMID:18005453, PMID:17015484, PMID:16756667, PMID:16501026, PMID:15743775, PMID:15371438, PMID:1400228, PMID:12897149, PMID:11902689, PMID:10585970, PMID:10551828, PMID:10517672"
"cry"	"h"	"7227.FBpp0083150"	"7227.FBpp0099504"	0	0	0	0	0	0	0	0	128	0	0	63	104	203	0	"PMID:22688816, PMID:22306971, PMID:21941585, PMID:19243237, PMID:10839819"
"Ser"	"h"	"7227.FBpp0084498"	"7227.FBpp0099504"	0	0	0	0	0	0	0	0	0	0	0	119	164	231	0	"PMID:9472002, PMID:8768313, PMID:3652973, PMID:20098714, PMID:18650330, PMID:16079394, PMID:10804207, PMID:10390517"
"lin19"	"h"	"7227.FBpp0087921"	"7227.FBpp0099504"	0	0	0	0	0	0	0	0	0	0	0	191	0	191	0	"PMID:9841670, PMID:9201720, PMID:24991536, PMID:24691906, PMID:24563851, PMID:24395824, PMID:24278209, PMID:24107298, PMID:22827778, PMID:22414063, PMID:22261722, PMID:21987638, PMID:19874575, PMID:19629177, PMID:18699730, PMID:18221488, PMID:17280619, PMID:16501026, PMID:15907208, PMID:15904532, PMID:15821097, PMID:12802070, PMID:12620985, PMID:12516548, PMID:11917093, PMID:11597332, PMID:11358861, PMID:11259387, PMID:11134076, PMID:10490625"
"Hey"	"h"	"7227.FBpp0087945"	"7227.FBpp0099504"	0	0	0	0	647	0	0	0	91	0	0	109	167	152	0	"PMID:8946909, PMID:8120090, PMID:23035093, PMID:22970127, PMID:22219371, PMID:21934270, PMID:20664080, PMID:20560784, PMID:20534828, PMID:18697993, PMID:17015484, PMID:16192377, PMID:15659488, PMID:15470155, PMID:14657186, PMID:12087135"
"gro"	"h"	"7227.FBpp0089115"	"7227.FBpp0099504"	0	0	0	0	0	0	0	994	142	0	444	0	93	997	0	"PMID:8898233, PMID:24936207, PMID:22688816, PMID:21325629, PMID:20405009, PMID:20179092, PMID:15340490"
"Ube3a"	"CG34056"	"7227.FBpp0075916"	"7227.FBpp0100164"	0	0	0	0	0	0	224	0	0	0	0	0	0	224	0	"NA"
"lin19"	"CG34056"	"7227.FBpp0087921"	"7227.FBpp0100164"	0	0	0	0	0	0	179	0	0	0	0	0	0	179	0	"NA"
"Ube3a"	"CG34057"	"7227.FBpp0075916"	"7227.FBpp0100165"	0	0	0	0	0	0	224	0	0	0	0	0	0	224	0	"NA"
"lin19"	"CG34057"	"7227.FBpp0087921"	"7227.FBpp0100165"	0	0	0	0	0	0	179	0	0	0	0	0	0	179	0	"NA"
"N"	"kuz"	"7227.FBpp0070483"	"7227.FBpp0111799"	0	0	0	0	0	103	0	996	68	900	472	964	221	999	0	"PMID:9914169, PMID:9851979, PMID:9835652, PMID:9811571, PMID:9733803, PMID:9716525, PMID:9665629, PMID:9653148, PMID:9637676, PMID:9631648, PMID:9614196, PMID:9593739, PMID:9550718, PMID:9550717, PMID:9461614, PMID:9428421, PMID:9428413, PMID:9428412, PMID:9374401, PMID:9244301, PMID:9169848, PMID:24855951, PMID:24800676, PMID:24704358, PMID:24550912, PMID:24528630, PMID:24498290, PMID:24492843, PMID:24475194, PMID:24422759, PMID:24410826, 
    PMID:24244825, PMID:24244188, PMID:24212791, PMID:24199173, PMID:24167636, PMID:24108142, PMID:24069306, PMID:24043949, PMID:24019071, PMID:23589494, PMID:23340672, PMID:23329048, PMID:23271979, PMID:23238734, PMID:23231322, PMID:23226392, PMID:23178945, PMID:23152840, PMID:23150798, PMID:23072667, PMID:23011796, PMID:22961855, PMID:22866200, PMID:22824137, PMID:22720165, PMID:22665490, PMID:22617063, PMID:22558447, PMID:22550518, PMID:22513479, 
    PMID:22398391, PMID:22189475, PMID:22086926, PMID:22073214, PMID:21989947, PMID:21979940, PMID:21750738, PMID:21652679, PMID:21546775, PMID:21518768, PMID:21502820, PMID:21478884, PMID:21471368, PMID:21441465, PMID:21412342, PMID:21357901, PMID:21212394, PMID:21084591, PMID:20959466, PMID:20876099, PMID:20852131, PMID:20805556, PMID:20570941, PMID:20530696, PMID:20460383, PMID:20457567, PMID:20454677, PMID:20452961, PMID:20393191, PMID:20372059, 
    PMID:20351171, PMID:20233856, PMID:20208568, PMID:20182623, PMID:20156974, PMID:20130175, PMID:20034386, PMID:20008221, PMID:19825158, PMID:19782677, PMID:19763259, PMID:19726682, PMID:19723764, PMID:19701455, PMID:19562077, PMID:19471605, PMID:19415127, PMID:19255248, PMID:19176515, PMID:19176481, PMID:19114997, PMID:19067488, PMID:19059839, PMID:18981482, PMID:18957511, PMID:18942889, PMID:18809725, PMID:18650430, PMID:18635581, PMID:18535782, 
    PMID:18483362, PMID:18466624, PMID:18445292, PMID:18342499, PMID:18239463, PMID:18073442, PMID:18050403, PMID:17947427, PMID:17938237, PMID:17937502, PMID:17897439, PMID:17878232, PMID:17761886, PMID:17556669, PMID:17475018, PMID:17332535, PMID:17259169, PMID:17148788, PMID:17107962, PMID:17010965, PMID:16987886, PMID:16944319, PMID:16930452, PMID:16908627, PMID:16688218, PMID:16645641, PMID:16580993, PMID:16489059, PMID:16487968, PMID:16199880, 
    PMID:16197940, PMID:16144902, PMID:15958385, PMID:15944381, PMID:15906253, PMID:15905513, PMID:15790962, PMID:15788413, PMID:15731241, PMID:15647781, PMID:15611340, PMID:15576412, PMID:15574878, PMID:15574741, PMID:15549135, PMID:15452147, PMID:15448134, PMID:15358735, PMID:15358598, PMID:15342725, PMID:15308568, PMID:15105831, PMID:14973298, PMID:14769803, PMID:14676211, PMID:14627723, PMID:14623820, PMID:14607778, PMID:14561649, PMID:12917292, 
    PMID:12826675, PMID:12794186, PMID:12783787, PMID:12777399, PMID:12718749, PMID:12642500, PMID:12591935, PMID:12514095, PMID:12446717, PMID:12438432, PMID:12403816, PMID:12403719, PMID:12223563, PMID:12223532, PMID:12208655, PMID:12119356, PMID:12101099, PMID:12070616, PMID:12050111, PMID:12000744, PMID:11967265, PMID:11897009, PMID:11839819, PMID:11823422, PMID:11799064, PMID:11782411, PMID:11701723, PMID:11700858, PMID:11600492, PMID:11600426, 
    PMID:11549580, PMID:11267869, PMID:11120787, PMID:11090127, PMID:11085987, PMID:11076763, PMID:11046149, PMID:10903180, PMID:10884418, PMID:10862754, PMID:10830287, PMID:10811842, PMID:10811839, PMID:10806097, PMID:10804188, PMID:10799546, PMID:10791981, PMID:10783395, PMID:10779430, PMID:10749942, PMID:10744726, PMID:10704384, PMID:10688816, PMID:10669757, PMID:10603347, PMID:10545110, PMID:10523497, PMID:10521439, PMID:10510344, PMID:10506182, 
    PMID:10493744, PMID:10459009, PMID:10423016, PMID:10413675, PMID:10409762, PMID:10373500, PMID:10329602, PMID:10097139, PMID:10082551, PMID:10022918"
"dx"	"kuz"	"7227.FBpp0070876"	"7227.FBpp0111799"	0	0	0	0	0	0	0	0	0	0	499	493	0	735	0	"PMID:9428413, PMID:24855951, PMID:24528630, PMID:24244188, PMID:23226392, PMID:22720165, PMID:22558447, PMID:21750738, PMID:20530696, PMID:20208568, PMID:20156974, PMID:19471605, PMID:18635581, PMID:18483362, PMID:17938237, PMID:17556669, PMID:16908627, PMID:15452147, PMID:14623820, PMID:10862754, PMID:10804188, PMID:10791981, PMID:10783395, PMID:10704384"
"aph-1"	"kuz"	"7227.FBpp0077400"	"7227.FBpp0111799"	0	0	0	0	0	0	0	0	0	900	0	525	146	955	0	"PMID:24704358, PMID:24244188, PMID:24108142, PMID:23238734, PMID:22783199, PMID:22547976, PMID:21979940, PMID:20530696, PMID:19578515, PMID:19415127, PMID:19114997, PMID:19067488, PMID:18050403, PMID:17878232, PMID:17259169, PMID:17148788, PMID:15105831, PMID:10804188"
"fng"	"kuz"	"7227.FBpp0077925"	"7227.FBpp0111799"	0	0	0	0	0	0	0	0	0	0	0	536	0	536	0	"PMID:9653148, PMID:9637676, PMID:24704358, PMID:24043949, PMID:23231322, PMID:23152840, PMID:23072667, PMID:22824137, PMID:22720165, PMID:21989947, PMID:21750738, PMID:20711994, PMID:20530696, PMID:19878565, PMID:19825158, PMID:19471605, PMID:19448274, PMID:19255248, PMID:18809725, PMID:18466624, PMID:18445292, PMID:18342499, PMID:18196925, PMID:18073442, PMID:17938237, PMID:17761886, PMID:17615350, PMID:17556669, PMID:17332535, PMID:17148788, 
    PMID:16489059, PMID:16144902, PMID:15906253, PMID:15576412, PMID:15574878, PMID:15459166, PMID:15452147, PMID:14973298, PMID:14769803, PMID:14627723, PMID:12917292, PMID:11700858, PMID:11264159, PMID:10903180, PMID:10862754, PMID:10704384, PMID:10409762, PMID:10194420"
"neur"	"kuz"	"7227.FBpp0081481"	"7227.FBpp0111799"	0	0	0	0	0	0	0	0	0	900	0	521	103	953	0	"PMID:9637676, PMID:9550718, PMID:9428413, PMID:9374401, PMID:9169848, PMID:24704358, PMID:24550912, PMID:24528630, PMID:24492843, PMID:24069306, PMID:23152840, PMID:22558447, PMID:21829530, PMID:21750738, PMID:20711994, PMID:20530696, PMID:19825158, PMID:19471605, PMID:19448274, PMID:19255248, PMID:18809725, PMID:18466624, PMID:17938237, PMID:17761886, PMID:17728463, PMID:17623096, PMID:17615350, PMID:17556669, PMID:16489059, PMID:15790962, 
    PMID:15452147, PMID:14973298, PMID:14627723, PMID:14623820, PMID:12642500, PMID:12403816, PMID:12050111, PMID:11076763, PMID:10603347"
"H"	"kuz"	"7227.FBpp0083322"	"7227.FBpp0111799"	0	0	0	0	0	399	0	736	0	0	0	0	0	834	0	"NA"
"Ser"	"kuz"	"7227.FBpp0084498"	"7227.FBpp0111799"	0	0	0	0	0	0	0	736	0	900	0	44	224	977	0	"PMID:21412342, PMID:15342738, PMID:12642500"
"Tace"	"kuz"	"7227.FBpp0084917"	"7227.FBpp0111799"	0	0	0	0	655	0	0	0	0	900	0	859	694	932	0	"PMID:9920899, PMID:9733803, PMID:9618175, PMID:9614196, PMID:9593739, PMID:9428412, PMID:24410826, PMID:24244188, PMID:24043949, PMID:24019071, PMID:23589494, PMID:23271979, PMID:23232767, PMID:23072667, PMID:22550518, PMID:22431918, PMID:22189475, PMID:22110363, PMID:21979940, PMID:20856931, PMID:20805556, PMID:20711994, PMID:20351171, PMID:19959661, PMID:19825158, PMID:19415127, PMID:19255248, PMID:19067488, PMID:19059839, PMID:18713724, 
    PMID:18650430, PMID:18411416, PMID:18050403, PMID:17938237, PMID:17761886, PMID:17148788, PMID:17107962, PMID:16930452, PMID:16399672, PMID:16197940, PMID:15958385, PMID:15944381, PMID:15906253, PMID:15905513, PMID:15790962, PMID:15637293, PMID:15611340, PMID:15576412, PMID:15574878, PMID:15342725, PMID:15105831, PMID:14993374, PMID:14993373, PMID:14993372, PMID:14993371, PMID:14973298, PMID:12897135, PMID:12794186, PMID:12682046, PMID:12223532, 
    PMID:12119356, PMID:12031976, PMID:11799064, PMID:11796737, PMID:11782411, PMID:11700858, PMID:11600492, PMID:11278243, PMID:11090127, PMID:10825303, PMID:10806097, PMID:10799546, PMID:10749942, PMID:10744726, PMID:10523497, PMID:10521439, PMID:10510344, PMID:10373500, PMID:10097139"
"Hey"	"kuz"	"7227.FBpp0087945"	"7227.FBpp0111799"	0	0	0	0	0	0	0	0	0	0	0	121	108	182	0	"PMID:22550518, PMID:21527733, PMID:20959466, PMID:20852131, PMID:20530696, PMID:20208568, PMID:19825158, PMID:19059839, PMID:18483362, PMID:17615350, PMID:16489059, PMID:15277479"
"gro"	"kuz"	"7227.FBpp0089115"	"7227.FBpp0111799"	0	0	0	0	0	148	0	0	0	0	0	198	0	287	0	"PMID:9835652, PMID:9637676, PMID:9428421, PMID:9374401, PMID:23152840, PMID:22720165, PMID:21212394, PMID:20711994, PMID:20208568, PMID:20182623, PMID:19471605, PMID:19448274, PMID:19176515, PMID:18073442, PMID:17761886, PMID:16908627, PMID:14623820, PMID:12642500, PMID:11181995, PMID:10603347, PMID:10194420"
"ebi"	"Nup153"	"7227.FBpp0077715"	"7227.FBpp0112385"	0	0	0	0	0	255	0	0	0	0	0	0	0	254	0	"NA"
"smo"	"Nup153"	"7227.FBpp0077788"	"7227.FBpp0112385"	0	0	0	0	0	157	0	0	0	0	0	48	0	163	0	"PMID:8688559, PMID:20174585, PMID:20174442, PMID:16371587"
"Hdac3"	"Nup153"	"7227.FBpp0078414"	"7227.FBpp0112385"	0	0	0	0	0	0	0	0	0	0	678	48	0	680	0	"PMID:21970986, PMID:21937451, PMID:21795760, PMID:18630508, PMID:11555636"
"H"	"Nup153"	"7227.FBpp0083322"	"7227.FBpp0112385"	0	0	0	0	0	422	0	0	0	0	0	0	0	422	0	"NA"
"lin19"	"Nup153"	"7227.FBpp0087921"	"7227.FBpp0112385"	0	0	0	0	0	224	0	0	0	0	0	0	0	224	0	"NA"
"gro"	"Nup153"	"7227.FBpp0089115"	"7227.FBpp0112385"	0	0	0	0	0	186	0	0	0	0	0	48	0	191	0	"PMID:23047597, PMID:21937451, PMID:16314428, PMID:12105182"
"kuz"	"Nup153"	"7227.FBpp0111799"	"7227.FBpp0112385"	0	0	0	0	0	305	0	0	0	0	0	0	0	305	0	"NA"
"GstE10"	"CG34043"	"7227.FBpp0085905"	"7227.FBpp0289637"	0	0	0	0	0	223	0	0	0	0	0	0	0	223	0	"NA"
